index,add,coord,id,side,state,cnty,key1,block
151,"109 BAY 14TH ST, BROOKLYN, NY, 11214","-74.008125,40.606735",59088121,L,36,47,18000,2001
152,"4211 14TH AVE, BROOKLYN, NY, 11219","-73.98592,40.63752",59080301,L,36,47,23200,5000
153,"76 LOTT AVE, BROOKLYN, NY, 11212","-73.911064,40.657444",59084120,R,36,47,89600,2003
156,"400 IRVING AVE, BROOKLYN, NY, 11237","-73.91175,40.697517",59083056,R,36,47,43500,1000
157,"4305 7TH AVE, BROOKLYN, NY, 11232","-74.00186,40.646336",634800766,L,36,47,9200,3000
158,"619 72ND ST, BROOKLYN, NY, 11209","-74.01842,40.629753",59099012,L,36,47,13400,1017
159,"619 72ND ST, BROOKLYN, NY, 11209","-74.01842,40.629753",59099012,L,36,47,13400,1017
160,"528 RIDGEWOOD AVE, BROOKLYN, NY, 11208","-73.86965,40.686176",59095095,R,36,47,118400,2000
161,"825 4TH AVE, BROOKLYN, NY, 11232","-74.00066,40.657913",59094021,L,36,47,10100,1005
163,"1225 69TH ST, BROOKLYN, NY, 11219","-74.00546,40.624657",642653508,L,36,47,19600,3001
164,"346 AVE P, BROOKLYN, NY, 11204","-73.974915,40.6086",59089516,R,36,47,42400,1001
165,"2163 DEAN ST, BROOKLYN, NY, 11233","-73.91598,40.67503",59083744,L,36,47,30300,1001
166,"202 AVE C, BROOKLYN, NY, 11218","-73.97771,40.64046",59080617,R,36,47,48800,2001
167,"5601 16TH AVE, BROOKLYN, NY, 11204","-73.98963,40.62707",59080401,L,36,47,47000,2002
168,"1023 NEW YORK AVE, BROOKLYN, NY, 11203","-73.946396,40.648396",59081522,L,36,47,85600,3001
169,"183 S 3RD ST, BROOKLYN, NY, 11211","-73.96032,40.711716",59076121,L,36,47,52300,3000
171,"273 NEWPORT ST, BROOKLYN, NY, 11212","-73.90468,40.659996",59084771,L,36,47,91800,1003
172,"8601 RIDGE BLVD, BROOKLYN, NY, 11209","-74.03376,40.62404",59087443,L,36,47,6000,1001
173,"7601 19TH AVE, BROOKLYN, NY, 11214","-73.99464,40.611523",59088434,L,36,47,27400,1000
174,"1171 65TH ST, BROOKLYN, NY, 11219","-74.004425,40.627743",59094913,L,36,47,21200,2001
175,"3314 NEPTUNE AVE, BROOKLYN, NY, 11224","-74.00018,40.57722",59088794,L,36,47,32800,3001
176,"1100 E NEW YORK AVE, BROOKLYN, NY, 11212","-73.92588,40.665726",59083432,R,36,47,89200,1001
177,"590 SHEFFIELD AVE, BROOKLYN, NY, 11207","-73.89445,40.662346",59084891,R,36,47,112800,3001
178,"1600 PARK PL, BROOKLYN, NY, 11233","-73.924225,40.672",59083383,R,36,47,35900,2000
179,"4715 18TH AVE, BROOKLYN, NY, 11204","-73.97997,40.629333",59080740,L,36,47,47600,1002
180,"2515 AVE L, BROOKLYN, NY, 11210","-73.950516,40.621502",59090011,L,36,47,75400,1001
182,"131 IRWIN ST, BROOKLYN, NY, 11235","-73.94383,40.579494",59092168,L,36,47,62000,2005
183,"207 BUSHWICK AVE, BROOKLYN, NY, 11206","-73.940025,40.708824",59077274,L,36,47,48500,1012
184,"1599 E 22ND ST, BROOKLYN, NY, 11210","-73.95163,40.61114",59090147,L,36,47,54600,1004
185,"4105 FARRAGUT RD, BROOKLYN, NY, 11210","-73.9374,40.636932",59082075,L,36,47,83600,2002
186,"1100 AVENUE N, BROOKLYN, NY, 11230","-73.96328,40.615208",59089707,R,36,47,54200,2000
187,"1940 BENSON AVE, BROOKLYN, NY, 11214","-74.00167,40.60333",59088249,R,36,47,28200,2001
188,"8010 12TH AVE, BROOKLYN, NY, 11228","-74.01269,40.618706",59087769,R,36,47,16600,2001
189,"982 HEGEMAN AVE, BROOKLYN, NY, 11208","-73.87657,40.666416",59085622,R,36,47,111600,1004
190,"5101 AVE M, BROOKLYN, NY, 11234","-73.926056,40.621433",59092381,L,36,47,68000,1002
191,"8101 15TH AVE, BROOKLYN, NY, 11228","-74.0066,40.614197",59088080,L,36,47,18400,1001
192,"6701 20TH AVE, BROOKLYN, NY, 11204","-73.98711,40.615314",59088404,L,36,47,25600,1003
193,"2200 GRAVESEND NECK RD, BROOKLYN, NY, 11229","-73.94898,40.59736",59091599,R,36,47,59401,1002
194,"4011 FILLMORE AVE, BROOKLYN, NY, 11234","-73.93017,40.613327",59092459,L,36,47,65200,1003
195,"4801 AVE D, BROOKLYN, NY, 11203","-73.93122,40.642025",59085788,L,36,47,84000,1001
196,"2609 E 7TH ST, BROOKLYN, NY, 11235","-73.96216,40.58772",59091227,L,36,47,37000,2003
197,"1001 E 100TH ST, BROOKLYN, NY, 11236","-73.89634,40.64339",59086754,L,36,47,98800,2000
198,"87 BAY 49TH ST, BROOKLYN, NY, 11214","-73.98543,40.58812",59089056,L,36,47,31400,4003
199,"580 HEGEMAN AVE, BROOKLYN, NY, 11207","-73.89028,40.660515",59085290,R,36,47,110400,2000
200,"2944 PITKIN AVE, BROOKLYN, NY, 11208","-73.86312,40.676517",59095441,R,36,47,120200,1002
202,"350 AVE X, BROOKLYN, NY, 11223","-73.97001,40.59056",59090948,R,36,47,37401,2001
203,"1100 NEWKIRK AVE, BROOKLYN, NY, 11230","-73.96656,40.633984",59081085,R,36,47,52600,2002
204,"370 FOUNTAIN AVE, BROOKLYN, NY, 11208","-73.87417,40.670605",650079700,R,36,47,111800,1000
205,"1060 CLARKSON AVE, BROOKLYN, NY, 11212","-73.922935,40.659283",59083634,R,36,47,88600,1002
206,"4812 9TH AVE, BROOKLYN, NY, 11220","-74.00045,40.64081",59094840,R,36,47,10800,1002
207,"791 EMPIRE BLVD, BROOKLYN, NY, 11213","-73.935974,40.663696",59079879,L,36,47,35500,3001
208,"3301 QUENTIN RD, BROOKLYN, NY, 11234","-73.93892,40.61328",59090518,L,36,47,64600,2002
209,"4200 16TH AVE, BROOKLYN, NY, 11204","-73.98148,40.634914",59080670,R,36,47,23000,1003
210,"757 WORTMAN AVE, BROOKLYN, NY, 11208","-73.86664,40.663994",59095544,L,36,47,122000,2006
211,"1075 OCEAN VIEW AVE, BROOKLYN, NY, 11235","-73.95643,40.579773",59091775,L,36,47,61004,2001
212,"6006 23RD AVE, BROOKLYN, NY, 11204","-73.97631,40.615288",59089354,R,36,47,44600,2000
213,"6500 16TH AVE, BROOKLYN, NY, 11204","-73.99497,40.62195",59088289,R,36,47,25000,2004
215,"1400 BENSON AVE, BROOKLYN, NY, 11228","-74.01343,40.611",59087836,R,36,47,17000,2003
216,"1 ALBEMARLE RD, BROOKLYN, NY, 11218","-73.980835,40.645008",59080498,L,36,47,49800,1002
217,"5601 16TH AVE, BROOKLYN, NY, 11204","-73.98963,40.62707",59080401,L,36,47,47000,2002
219,"9301 AVE B, BROOKLYN, NY, 11236","-73.91407,40.650986",59086172,L,36,47,93000,1000
220,"1875 E 17TH ST, BROOKLYN, NY, 11229","-73.95572,40.605297",59090113,L,36,47,55800,2000
221,"525 LENOX RD, BROOKLYN, NY, 11203","-73.940994,40.65471",59079866,L,36,47,81400,2000
222,"6302 AVE U, BROOKLYN, NY, 11234","-73.91304,40.61597",59092702,R,36,47,69800,2003
223,"1633 E 8TH ST, BROOKLYN, NY, 11223","-73.96507,40.608917",59089799,L,36,47,42000,2002
224,"2401 NEPTUNE AVE, BROOKLYN, NY, 11224","-73.99202,40.57819",59089026,R,36,47,33000,3000
225,"2500 NOSTRAND AVE, BROOKLYN, NY, 11210","-73.946396,40.624195",59090018,R,36,47,74800,1001
226,"976 PRESIDENT ST, BROOKLYN, NY, 11225","-73.96015,40.669224",59078475,R,36,47,21300,2001
227,"1580 DEAN ST, BROOKLYN, NY, 11213","-73.93453,40.676037",59079735,R,36,47,30900,2001
228,"5404 TILDEN AVE, BROOKLYN, NY, 11203","-73.92601,40.648422",59085833,R,36,47,94600,1003
229,"249 E 17TH ST, BROOKLYN, NY, 11226","-73.96319,40.644875",59080965,L,36,47,51200,3000
230,"72 VERONICA PL, BROOKLYN, NY, 11226","-73.95282,40.648655",59081395,R,36,47,79400,1007
231,"7000 21ST AVE, BROOKLYN, NY, 11204","-73.98667,40.612312",59088535,R,36,47,25800,2002
232,"18 MARLBOROUGH RD, BROOKLYN, NY, 11226","-73.96606,40.649784",59080864,R,36,47,50600,2002
233,"108 MONTROSE AVE, BROOKLYN, NY, 11206","-73.945786,40.707077",59077246,R,36,47,50500,3001
234,"1037 E 54TH ST, BROOKLYN, NY, 11234","-73.92442,40.632584",59086086,L,36,47,72200,1007
236,"601 OCEAN VIEW AVE, BROOKLYN, NY, 11235","-73.962135,40.579594",59091343,L,36,47,36400,1007
237,"1801 AVE Y, BROOKLYN, NY, 11235","-73.95182,40.590416",59091640,L,36,47,59200,2002
238,"1866 E 17TH ST, BROOKLYN, NY, 11229","-73.95574,40.605362",59090113,R,36,47,55800,2001
239,"114 KOSCIUSZKO ST, BROOKLYN, NY, 11216","-73.94992,40.690784",59078870,R,36,47,25300,3003
240,"60 COOK ST, BROOKLYN, NY, 11206","-73.94233,40.702347",59078963,R,36,47,49100,2002
242,"7305 FORT HAMILTON PKWY, BROOKLYN, NY, 11228","-74.015076,40.626713",59094728,L,36,47,20600,1002
244,"314 PACIFIC ST, BROOKLYN, NY, 11201","-73.98824,40.68745",642653888,R,36,47,4300,3001
245,"500 MACON ST, BROOKLYN, NY, 11233","-73.93094,40.683228",59082778,R,36,47,29700,1000
246,"371 89TH ST, BROOKLYN, NY, 11209","-74.03007,40.620934",59087450,L,36,47,6000,2000
247,"101 PARK AVE, BROOKLYN, NY, 11205","-73.9754,40.69632",59077503,L,36,47,21100,2005
248,"62 PARK PL, BROOKLYN, NY, 11217","-73.976395,40.678947",59077642,R,36,47,12902,3001
249,"800 GATES AVE, BROOKLYN, NY, 11221","-73.93287,40.68825",59082738,R,36,47,29300,2000
250,"133 E 53RD ST, BROOKLYN, NY, 11203","-73.92802,40.657032",59083568,L,36,47,87800,3000
252,"241 EMERSON PL, BROOKLYN, NY, 11205","-73.96183,40.691982",59077903,L,36,47,19300,3000
255,"923 JEROME ST, BROOKLYN, NY, 11207","-73.879295,40.657837",59085692,L,36,47,107800,1011
256,"800 BUSHWICK AVE, BROOKLYN, NY, 11221","-73.9282,40.695072",59082596,R,36,47,39300,3002
258,"1070 E 83RD ST, BROOKLYN, NY, 11236","-73.90801,40.634163",647354581,R,36,47,99600,1002
259,"2529 GERRITSEN AVE, BROOKLYN, NY, 11229","-73.929276,40.59657",59092985,L,36,47,66600,1000
260,"1925 STUART ST, BROOKLYN, NY, 11229","-73.93945,40.606895",59090502,L,36,47,66600,1002
261,"1070 E 104TH ST, BROOKLYN, NY, 11236","-73.89235,40.644283",59086984,R,36,47,98600,2001
263,"8787 24TH AVE, BROOKLYN, NY, 11214","-73.99332,40.59548",59088840,L,36,47,30400,2003
264,"180 6TH AVE, BROOKLYN, NY, 11217","-73.97743,40.676235",59078122,R,36,47,13100,3000
265,"213 OSBORN ST, BROOKLYN, NY, 11212","-73.90785,40.665695",59098864,L,36,47,91200,2000
266,"5909 BEVERLEY RD, BROOKLYN, NY, 11203","-73.921036,40.646873",59085885,L,36,47,93600,2001
267,"5909 BEVERLEY RD, BROOKLYN, NY, 11203","-73.921036,40.646873",59085885,L,36,47,93600,2001
268,"50 NAVY ST, BROOKLYN, NY, 11201","-73.980545,40.698128",59077427,R,36,47,2300,3006
269,"2950 W 25TH ST, BROOKLYN, NY, 11224","-73.99186,40.574017",59089218,R,36,47,34200,1000
270,"900 ST MARKS AVE, BROOKLYN, NY, 11213","-73.944244,40.67489",59079642,R,36,47,34100,1000
271,"135 SCHENCK AVE, BROOKLYN, NY, 11207","-73.88976,40.6779",59085011,L,36,47,119800,3000
272,"231 PALMETTO ST, BROOKLYN, NY, 11221","-73.9152,40.6953",59083005,L,36,47,43300,1004
273,"301 VERMONT ST, BROOKLYN, NY, 11207","-73.89409,40.67274",59084688,L,36,47,114400,3000
274,"301 VERMONT ST, BROOKLYN, NY, 11207","-73.89409,40.67274",59084688,L,36,47,114400,3000
275,"330 18TH ST, BROOKLYN, NY, 11215","-73.988884,40.66134",59099110,R,36,47,14700,1001
277,"700 PARK AVE, BROOKLYN, NY, 11206","-73.94773,40.697792",59078732,R,36,47,25700,1001
278,"85 WATKINS ST, BROOKLYN, NY, 11212","-73.908066,40.670483",59083926,L,36,47,90600,1000
279,"88 WOODBINE ST, BROOKLYN, NY, 11221","-73.918144,40.691093",59082995,R,36,47,39900,2000
280,"31 NEW YORK AVE, BROOKLYN, NY, 11216","-73.94686,40.67894",59078936,L,36,47,24700,1003
285,"344 MONROE ST, BROOKLYN, NY, 11216","-73.9451,40.686096",59079174,R,36,47,26500,4001
286,"970 VERMONT ST, BROOKLYN, NY, 11207","-73.88661,40.656094",59085385,R,36,47,110400,1018
287,"209 YORK ST, BROOKLYN, NY, 11201","-73.98254,40.70135",59077402,L,36,47,2100,3019
288,"616 QUINCY ST, BROOKLYN, NY, 11221","-73.93565,40.688683",59079263,R,36,47,29300,1001
289,"794 MONROE ST, BROOKLYN, NY, 11221","-73.92428,40.688484",59082826,R,36,47,38500,2000
290,"942 62ND ST, BROOKLYN, NY, 11219","-74.00787,40.63262",59094887,R,36,47,12000,1012
292,"7103 AVE T, BROOKLYN, NY, 11234","-73.90904,40.621372",59092679,L,36,47,69602,3005
293,"19 NEW DOCK ST, BROOKLYN, NY, 11201","-73.99334,40.70386",640865309,R,36,47,2100,1001
295,"2310 GLENWOOD RD, BROOKLYN, NY, 11210","-73.954704,40.633232",59081667,R,36,47,77200,1005
296,"2310 GLENWOOD RD, BROOKLYN, NY, 11210","-73.954704,40.633232",59081667,R,36,47,77200,1005
297,"750 CLASSON AVE, BROOKLYN, NY, 11238","-73.9603,40.674282",59078456,R,36,47,21500,1000
299,"101 WALTON ST, BROOKLYN, NY, 11206","-73.949234,40.70226",59078700,L,36,47,50900,1009
300,"360 KEAP ST, BROOKLYN, NY, 11211","-73.95418,40.709747",59076749,R,36,47,52700,7000
301,"180 7TH AVE, BROOKLYN, NY, 11215","-73.97779,40.671444",59078162,R,36,47,15500,1000
303,"210 CHESTER ST, BROOKLYN, NY, 11212","-73.910934,40.66667",59083922,R,36,47,92400,2001
304,"875 WILLIAMS AVE, BROOKLYN, NY, 11207","-73.89471,40.65386",59084970,L,36,47,98200,2000
305,"1800 UTICA AVE, BROOKLYN, NY, 11234","-73.92791,40.628525",59086020,R,36,47,72800,2000
306,"111 BRISTOL ST, BROOKLYN, NY, 11212","-73.912384,40.668568",59083904,L,36,47,92400,1004
307,"330 ALABAMA AVE, BROOKLYN, NY, 11207","-73.897896,40.668438",59084712,R,36,47,113400,1005
308,"2929 W 30TH ST, BROOKLYN, NY, 11224","-73.99629,40.574604",59089199,L,36,47,34200,2000
311,"443 ST MARKS AVE, BROOKLYN, NY, 11238","-73.95988,40.67673",59078439,L,36,47,30500,2002
313,"130 ROCHESTER AVE, BROOKLYN, NY, 11213","-73.92779,40.674717",59083325,R,36,47,30700,3005
315,"2630 BENSON AVE, BROOKLYN, NY, 11214","-73.98557,40.594177",59088986,R,36,47,30600,1000
317,"227 STERLING PL, BROOKLYN, NY, 11238","-73.97032,40.676086",59078212,L,36,47,16300,3001
320,"111 BERRIMAN ST, BROOKLYN, NY, 11208","-73.880394,40.676342",59085502,L,36,47,119200,3003
321,"1400 PENNSYLVANIA AVE, BROOKLYN, NY, 11239","-73.87983,40.64611",59087194,R,36,47,105804,4000
322,"35 STARR ST, BROOKLYN, NY, 11221","-73.92746,40.700706",59082536,L,36,47,42300,2000
323,"2630 BENSON AVE, BROOKLYN, NY, 11214","-73.98557,40.594177",59088986,R,36,47,30600,1000
324,"35 STARR ST, BROOKLYN, NY, 11221","-73.92746,40.700706",59082536,L,36,47,42300,2000
326,"170 GATES AVE, BROOKLYN, NY, 11238","-73.96073,40.685043",59078038,R,36,47,23100,3000
327,"46 MCKEEVER PL, BROOKLYN, NY, 11225","-73.95897,40.665188",59078509,R,36,47,32500,3002
328,"750 CLASSON AVE, BROOKLYN, NY, 11238","-73.9603,40.674282",59078456,R,36,47,21500,1000
329,"1224 PARK PL, BROOKLYN, NY, 11213","-73.93697,40.672718",650064083,R,36,47,34300,2000
330,"157 WILSON ST, BROOKLYN, NY, 11211","-73.961426,40.706043",59076198,L,36,47,53500,3000
331,"790 E NEW YORK AVE, BROOKLYN, NY, 11203","-73.93648,40.662445",59079903,R,36,47,87600,1001
332,"1224 PARK PL, BROOKLYN, NY, 11213","-73.93697,40.672718",650064083,R,36,47,34300,2000
333,"557 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.89368,40.66335",59084889,L,36,47,112600,2002
334,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207","-73.88559,40.660385",640860400,R,36,47,110400,3004
335,"1580 DEAN ST, BROOKLYN, NY, 11213","-73.93453,40.676037",59079735,R,36,47,30900,2001
336,"1957 NOSTRAND AVE, BROOKLYN, NY, 11210","-73.94817,40.637806",59098113,L,36,47,78800,1001
337,"646 5TH AVE, BROOKLYN, NY, 11215","-73.9921,40.66262",59075756,R,36,47,14300,2002
338,"85 WATKINS ST, BROOKLYN, NY, 11212","-73.908066,40.670483",59083926,L,36,47,90600,1000
341,"965 E 107TH ST, BROOKLYN, NY, 11236","-73.89211,40.6474",59086966,L,36,47,98400,1000
342,"70 TOMPKINS AVE, BROOKLYN, NY, 11206","-73.94663,40.69712",59078753,R,36,47,25700,1002
343,"70 TOMPKINS AVE, BROOKLYN, NY, 11206","-73.94663,40.69712",59078753,R,36,47,25700,1002
344,"383 STATE ST, BROOKLYN, NY, 11217","-73.9837,40.687298",650081181,L,36,47,4100,1000
345,"3000 W 1ST ST, BROOKLYN, NY, 11224","-73.96978,40.576195",59091143,R,36,47,35602,2002
346,"355 37TH ST, BROOKLYN, NY, 11232","-74.00584,40.654263",59093980,L,36,47,8400,3003
347,"512 CARROLL ST, BROOKLYN, NY, 11215","-73.98534,40.6767",59075670,R,36,47,11900,3004
348,"185 ELLERY ST, BROOKLYN, NY, 11206","-73.945076,40.698864",59078971,L,36,47,25700,3003
349,"46 MCKEEVER PL, BROOKLYN, NY, 11225","-73.95897,40.665188",59078509,R,36,47,32500,3002
350,"194 HARMAN ST, BROOKLYN, NY, 11237","-73.92076,40.69797",59082684,R,36,47,43100,2003
351,"200 WOODBINE ST, BROOKLYN, NY, 11221","-73.91614,40.69314",59083007,R,36,47,41500,3000
353,"1077 REMSEN AVE, BROOKLYN, NY, 11236","-73.90898,40.642944",59086353,L,36,47,96400,1001
354,"370 MARCY AVE, BROOKLYN, NY, 11206","-73.95296,40.70241",59078605,R,36,47,53100,2000
355,"2500 NOSTRAND AVE, BROOKLYN, NY, 11210","-73.946396,40.624195",59090018,R,36,47,74800,1001
356,"911 FLATBUSH AVE, BROOKLYN, NY, 11226","-73.95851,40.64961",59080985,L,36,47,79400,1003
357,"1300 GREENE AVE, BROOKLYN, NY, 11237","-73.919975,40.69759",59082920,R,36,47,43100,1003
358,"242 COOPER ST, BROOKLYN, NY, 11207","-73.90498,40.690174",59084208,R,36,47,40900,2002
363,"104 SUTTER AVE, BROOKLYN, NY, 11212","-73.91811,40.665966",59083801,R,36,47,90000,2002
365,"188 ROCHESTER AVE, BROOKLYN, NY, 11213","-73.92799,40.67247",59083328,R,36,47,34700,2001
366,"1150 E NEW YORK AVE, BROOKLYN, NY, 11212","-73.92394,40.666573",642653655,R,36,47,90000,7000
367,"110 CHESTER ST, BROOKLYN, NY, 11212","-73.91153,40.668987",59083906,R,36,47,92400,1004
368,"490 FENIMORE ST, BROOKLYN, NY, 11203","-73.94627,40.658947",59079824,R,36,47,81000,2002
369,"60 E 94TH ST, BROOKLYN, NY, 11212","-73.92675,40.663372",59083519,R,36,47,88200,1000
370,"2707 ALBEMARLE RD, BROOKLYN, NY, 11226","-73.95192,40.64804",59081483,L,36,47,82400,3001
372,"51 CHRISTOPHER AVE, BROOKLYN, NY, 11212","-73.90657,40.672497",59083897,L,36,47,90800,1007
373,"400 IRVING AVE, BROOKLYN, NY, 11237","-73.91175,40.697517",59083056,R,36,47,43500,1000
374,"1065 ELTON ST, BROOKLYN, NY, 11208","-73.875275,40.65817",59085709,L,36,47,107800,2009
375,"2839 BEDFORD AVE, BROOKLYN, NY, 11210","-73.95295,40.633327",59081673,L,36,47,77200,2001
376,"616 QUINCY ST, BROOKLYN, NY, 11221","-73.93565,40.688683",59079263,R,36,47,29300,1001
377,"911 FLATBUSH AVE, BROOKLYN, NY, 11226","-73.95851,40.64961",59080985,L,36,47,79400,1003
378,"145 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.89646,40.67423",59084676,L,36,47,114400,2002
379,"2800 OCEAN PKWY, BROOKLYN, NY, 11235","-73.967575,40.581715",640848892,R,36,47,35400,1004
380,"300 WILLOUGHBY AVE, BROOKLYN, NY, 11205","-73.958885,40.692635",59078635,R,36,47,23500,1002
381,"325 S 3RD ST, BROOKLYN, NY, 11211","-73.954414,40.70956",59076724,L,36,47,52700,7001
383,"600 LAFAYETTE AVE, BROOKLYN, NY, 11216","-73.95073,40.689945",59078880,R,36,47,25100,1000
386,"1065 ELTON ST, BROOKLYN, NY, 11208","-73.875275,40.65817",59085709,L,36,47,107800,2009
387,"112 SCHERMERHORN ST, BROOKLYN, NY, 11201","-73.989174,40.690163",59075330,R,36,47,4300,2001
388,"3787 BEDFORD AVE, BROOKLYN, NY, 11229","-73.948494,40.609783",59090161,L,36,47,64200,1005
389,"284 BALTIC ST, BROOKLYN, NY, 11201","-73.99338,40.685432",59075233,R,36,47,6900,3001
395,"500 19TH ST, BROOKLYN, NY, 11215","-73.98327,40.657043",638296774,R,36,47,150200,3006
396,"330 18TH ST, BROOKLYN, NY, 11215","-73.988884,40.66134",59099110,R,36,47,14700,1001
397,"1601 80TH ST, BROOKLYN, NY, 11214","-74.00358,40.61336",59088099,L,36,47,18200,1003
398,"76 RIVERDALE AVE, BROOKLYN, NY, 11212","-73.913994,40.6602",59084000,R,36,47,89600,1002
399,"345 DEAN ST, BROOKLYN, NY, 11217","-73.98019,40.68353",59077606,L,36,47,3900,3001
400,"610 HENRY ST, BROOKLYN, NY, 11231","-74.00156,40.67969",59093789,R,36,47,6300,2004
401,"223 GRAHAM AVE, BROOKLYN, NY, 11206","-73.94363,40.709873",59077240,L,36,47,50500,1003
403,"1400 PENNSYLVANIA AVE, BROOKLYN, NY, 11239","-73.87983,40.64611",59087194,R,36,47,105804,4000
405,"223 GRAHAM AVE, BROOKLYN, NY, 11206","-73.94363,40.709873",59077240,L,36,47,50500,1003
406,"1700 FULTON ST, BROOKLYN, NY, 11213","-73.93277,40.67947",59079317,R,36,47,27100,2000
409,"237 7TH AVE, BROOKLYN, NY, 11215","-73.979256,40.669674",59078156,L,36,47,15500,4001
410,"237 7TH AVE, BROOKLYN, NY, 11215","-73.979256,40.669674",59078156,L,36,47,15500,4001
411,"237 7TH AVE, BROOKLYN, NY, 11215","-73.979256,40.669674",59078156,L,36,47,15500,4001
412,"2630 BENSON AVE, BROOKLYN, NY, 11214","-73.98557,40.594177",59088986,R,36,47,30600,1000
415,"198 VARET ST, BROOKLYN, NY, 11206","-73.935486,40.703793",59079062,R,36,47,48500,2008
416,"850 GRAND ST, BROOKLYN, NY, 11211","-73.93977,40.712173",59077311,R,36,47,48500,1004
417,"850 GRAND ST, BROOKLYN, NY, 11211","-73.93977,40.712173",59077311,R,36,47,48500,1004
418,"850 GRAND ST, BROOKLYN, NY, 11211","-73.93977,40.712173",59077311,R,36,47,48500,1004
422,"430 HOWARD AVE, BROOKLYN, NY, 11233","-73.91959,40.67307",59099278,R,36,47,36300,2000
423,"350 67TH ST, BROOKLYN, NY, 11220","-74.02384,40.637283",59094210,R,36,47,7000,2000
424,"760 DEKALB AVE, BROOKLYN, NY, 11216","-73.945946,40.691994",59078766,R,36,47,26100,4001
425,"257 N 6TH ST, BROOKLYN, NY, 11211","-73.95437,40.71483",59076651,L,36,47,51900,2006
427,"8301 SHORE RD, BROOKLYN, NY, 11209","-74.04001,40.627907",59093400,L,36,47,4600,1010
428,"225 ADELPHI ST, BROOKLYN, NY, 11205","-73.97139,40.690834",59077531,L,36,47,18300,1002
429,"2021 BERGEN ST, BROOKLYN, NY, 11233","-73.91343,40.67411",59083766,L,36,47,36501,1001
432,"284 BALTIC ST, BROOKLYN, NY, 11201","-73.99338,40.685432",59075233,R,36,47,6900,3001
433,"1396 BROADWAY, BROOKLYN, NY, 11221","-73.92141,40.689125",59082840,R,36,47,37500,2002
434,"561 GRAND AVE, BROOKLYN, NY, 11238","-73.96211,40.678474",59078069,L,36,47,30500,1004
436,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.894806,40.66771",59084748,R,36,47,115600,2000
437,"330 59TH ST, BROOKLYN, NY, 11220","-74.01893,40.64215",641028399,R,36,47,7400,3001
438,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.894806,40.66771",59084748,R,36,47,115600,2000
439,"5800 20TH AVE, BROOKLYN, NY, 11204","-73.98175,40.620483",59089280,R,36,47,46800,1003
440,"330 59TH ST, BROOKLYN, NY, 11220","-74.01893,40.64215",641028399,R,36,47,7400,3001
441,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.894806,40.66771",59084748,R,36,47,115600,2000
442,"510 WAVERLY AVE, BROOKLYN, NY, 11238","-73.96581,40.68295",59077993,R,36,47,19900,3001
444,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.894806,40.66771",59084748,R,36,47,115600,2000
447,"226 BRISTOL ST, BROOKLYN, NY, 11212","-73.91181,40.66629",59083919,R,36,47,92400,2002
449,"4222 4TH AVE, BROOKLYN, NY, 11232","-74.00808,40.650806",59094744,R,36,47,8200,3002
450,"141 MACON ST, BROOKLYN, NY, 11216","-73.94383,40.681755",59079211,L,36,47,26900,3000
451,"985 ROCKAWAY AVE, BROOKLYN, NY, 11212","-73.90738,40.656586",59084147,L,36,47,91600,3003
452,"347 BALTIC ST, BROOKLYN, NY, 11201","-73.991104,40.684563",642653779,L,36,47,6900,2000
455,"1137 HERKIMER ST, BROOKLYN, NY, 11233","-73.91614,40.67782",59083738,L,36,47,30100,2000
457,"883 CLASSON AVE, BROOKLYN, NY, 11225","-73.961716,40.670307",59078477,L,36,47,21300,1003
458,"1600 AVE L, BROOKLYN, NY, 11230","-73.95988,40.620464",59099184,R,36,47,76800,1004
460,"883 CLASSON AVE, BROOKLYN, NY, 11225","-73.961716,40.670307",59078477,L,36,47,21300,1003
461,"1053 41ST ST, BROOKLYN, NY, 11219","-73.99294,40.642826",59080084,L,36,47,11000,2001
463,"600 KINGSTON AVE, BROOKLYN, NY, 11203","-73.942535,40.65971",59079806,R,36,47,81000,2000
464,"1025 EASTERN PKWY, BROOKLYN, NY, 11213","-73.93449,40.669216",640852588,R,36,47,35300,2000
467,"1830 SHORE BLVD, BROOKLYN, NY, 11235","-73.93539,40.580917",59095918,R,36,47,61600,1004
468,"51 SAINT EDWARDS ST, BROOKLYN, NY, 11205","-73.978035,40.69444",59102571,L,36,47,2901,2003
469,"911 FLATBUSH AVE, BROOKLYN, NY, 11226","-73.95851,40.64961",59080985,L,36,47,79400,1003
470,"1300 GREENE AVE, BROOKLYN, NY, 11237","-73.919975,40.69759",59082920,R,36,47,43100,1003
471,"911 FLATBUSH AVE, BROOKLYN, NY, 11226","-73.95851,40.64961",59080985,L,36,47,79400,1003
472,"50 AVE X, BROOKLYN, NY, 11223","-73.98211,40.58923",59090647,R,36,47,30800,1000
473,"911 FLATBUSH AVE, BROOKLYN, NY, 11226","-73.95851,40.64961",59080985,L,36,47,79400,1003
