index,add,coord,id,side,state,cnty,key1,block
475,"1155 DEKALB AVE, BROOKLYN, NY, 11221","-73.92919,40.694412",59082595,L,36,47,39300,3001
476,"600 KINGSTON AVE, BROOKLYN, NY, 11203","-73.942535,40.65971",59079806,R,36,47,81000,2000
477,"883 CLASSON AVE, BROOKLYN, NY, 11225","-73.961716,40.670307",59078477,L,36,47,21300,1003
478,"883 CLASSON AVE, BROOKLYN, NY, 11225","-73.961716,40.670307",59078477,L,36,47,21300,1003
479,"400 IRVING AVE, BROOKLYN, NY, 11237","-73.91175,40.697517",59083056,R,36,47,43500,1000
481,"400 IRVING AVE, BROOKLYN, NY, 11237","-73.91175,40.697517",59083056,R,36,47,43500,1000
482,"832 MARCY AVE, BROOKLYN, NY, 11216","-73.947235,40.685417",59078895,R,36,47,24900,1000
483,"321 PALMETTO ST, BROOKLYN, NY, 11237","-73.91314,40.697403",59083039,L,36,47,43300,3002
484,"350 CONEY ISLAND AVE, BROOKLYN, NY, 11218","-73.97173,40.649403",59080573,R,36,47,50400,2004
485,"797 BUSHWICK AVE, BROOKLYN, NY, 11221","-73.928314,40.69515",59099423,L,36,47,39300,1004
486,"574 DUMONT AVE, BROOKLYN, NY, 11207","-73.89758,40.665825",59084715,R,36,47,113000,1001
487,"257 N 6TH ST, BROOKLYN, NY, 11211","-73.95437,40.71483",59076651,L,36,47,51900,2006
488,"2630 BENSON AVE, BROOKLYN, NY, 11214","-73.98557,40.594177",59088986,R,36,47,30600,1000
489,"257 N 6TH ST, BROOKLYN, NY, 11211","-73.95437,40.71483",59076651,L,36,47,51900,2006
490,"125 COVERT ST, BROOKLYN, NY, 11207","-73.910286,40.688374",59083225,L,36,47,41300,1003
491,"5800 TILDEN AVE, BROOKLYN, NY, 11203","-73.922775,40.648624",59085874,R,36,47,93600,2002
492,"231 PALMETTO ST, BROOKLYN, NY, 11221","-73.9152,40.6953",59083005,L,36,47,43300,1004
494,"6565 FLATLANDS AVE, BROOKLYN, NY, 11236","-73.91675,40.633274",59086422,L,36,47,95000,1002
495,"6565 FLATLANDS AVE, BROOKLYN, NY, 11236","-73.91675,40.633274",59086422,L,36,47,95000,1002
496,"1150 E NEW YORK AVE, BROOKLYN, NY, 11212","-73.92394,40.666573",642653655,R,36,47,90000,7000
497,"5800 TILDEN AVE, BROOKLYN, NY, 11203","-73.922775,40.648624",59085874,R,36,47,93600,2002
499,"2630 BENSON AVE, BROOKLYN, NY, 11214","-73.98557,40.594177",59088986,R,36,47,30600,1000
502,"6565 FLATLANDS AVE, BROOKLYN, NY, 11236","-73.91675,40.633274",59086422,L,36,47,95000,1002
503,"208 N 5TH ST, BROOKLYN, NY, 11211","-73.956924,40.715485",59076609,R,36,47,51900,2002
504,"6565 FLATLANDS AVE, BROOKLYN, NY, 11236","-73.91675,40.633274",59086422,L,36,47,95000,1002
507,"905 WINTHROP ST, BROOKLYN, NY, 11203","-73.92894,40.658436",59083567,L,36,47,88000,1008
508,"207 BUSHWICK AVE, BROOKLYN, NY, 11206","-73.940025,40.708824",59077274,L,36,47,48500,1012
509,"999 JAMAICA AVE, BROOKLYN, NY, 11208","-73.8683,40.69115",59103461,L,36,47,118000,1000
512,"223 GRAHAM AVE, BROOKLYN, NY, 11206","-73.94363,40.709873",59077240,L,36,47,50500,1003
514,"1084 LENOX RD, BROOKLYN, NY, 11212","-73.91951,40.658684",59084002,R,36,47,88600,2001
516,"1186 CARROLL ST, BROOKLYN, NY, 11225","-73.95097,40.667187",642653854,R,36,47,32100,2001
517,"362 SCHERMERHORN ST, BROOKLYN, NY, 11217","-73.980606,40.686913",59077554,R,36,47,3900,1002
518,"239 PATCHEN AVE, BROOKLYN, NY, 11233","-73.9261,40.683098",59082798,L,36,47,38300,4000
519,"561 GRAND AVE, BROOKLYN, NY, 11238","-73.96211,40.678474",59078069,L,36,47,30500,1004
520,"1119 BEDFORD AVE, BROOKLYN, NY, 11216","-73.954285,40.68526",59078809,L,36,47,24300,3001
523,"251 MACDOUGAL ST, BROOKLYN, NY, 11233","-73.91077,40.6803",59098135,L,36,47,36900,4003
524,"901 CLASSON AVE, BROOKLYN, NY, 11225","-73.96175,40.67021",59078477,L,36,47,21300,1003
525,"105 TECH PL, BROOKLYN, NY, 11201","-73.986084,40.694927",59075177,L,36,47,1300,1014
526,"105 TECH PL, BROOKLYN, NY, 11201","-73.986084,40.694927",59075177,L,36,47,1300,1014
527,"1084 LENOX RD, BROOKLYN, NY, 11212","-73.91951,40.658684",59084002,R,36,47,88600,2001
528,"4200 16TH AVE, BROOKLYN, NY, 11204","-73.98148,40.634914",59080670,R,36,47,23000,1003
529,"50 BEDFORD AVE, BROOKLYN, NY, 11222","-73.95303,40.72221",59076530,R,36,47,51700,2000
530,"3000 AVE X, BROOKLYN, NY, 11235","-73.93763,40.59414",59092078,L,36,47,62600,2003
532,"325 BUSHWICK AVE, BROOKLYN, NY, 11206","-73.93929,40.7048",59077293,L,36,47,48500,2003
533,"1 WELLS ST, BROOKLYN, NY, 11208","-73.87603,40.678265",59085538,L,36,47,119600,1000
534,"300 WILLOUGHBY AVE, BROOKLYN, NY, 11205","-73.958885,40.692635",59078635,R,36,47,23500,1002
535,"1600 ROCKAWAY PKWY, BROOKLYN, NY, 11236","-73.89869,40.641872",59086745,R,36,47,99000,1000
536,"999 JAMAICA AVE, BROOKLYN, NY, 11208","-73.8683,40.69115",59103461,L,36,47,118000,1000
537,"25 BRIGHTON CT, BROOKLYN, NY, 11235","-73.9652,40.58752",640848531,L,36,47,37000,3002
539,"2021 BERGEN ST, BROOKLYN, NY, 11233","-73.91343,40.67411",59083766,L,36,47,36501,1001
540,"280 HART ST, BROOKLYN, NY, 11206","-73.94063,40.694103",59079023,R,36,47,28100,3000
541,"272 MACDONOUGH ST, BROOKLYN, NY, 11233","-73.935936,40.681904",59079305,R,36,47,27300,2000
542,"5800 TILDEN AVE, BROOKLYN, NY, 11203","-73.922775,40.648624",59085874,R,36,47,93600,2002
543,"3000 AVE X, BROOKLYN, NY, 11235","-73.93763,40.59414",59092078,L,36,47,62600,2003
546,"1600 ROCKAWAY PKWY, BROOKLYN, NY, 11236","-73.89869,40.641872",59086745,R,36,47,99000,1000
548,"755 E 100TH ST, BROOKLYN, NY, 11236","-73.898605,40.645416",59086724,L,36,47,97400,2002
549,"755 E 100TH ST, BROOKLYN, NY, 11236","-73.898605,40.645416",59086724,L,36,47,97400,2002
551,"6565 FLATLANDS AVE, BROOKLYN, NY, 11236","-73.91675,40.633274",59086422,L,36,47,95000,1002
552,"999 JAMAICA AVE, BROOKLYN, NY, 11208","-73.8683,40.69115",59103461,L,36,47,118000,1000
554,"1600 ROCKAWAY PKWY, BROOKLYN, NY, 11236","-73.89869,40.641872",59086745,R,36,47,99000,1000
555,"985 ROCKAWAY AVE, BROOKLYN, NY, 11212","-73.90738,40.656586",59084147,L,36,47,91600,3003
556,"1137 HERKIMER ST, BROOKLYN, NY, 11233","-73.91614,40.67782",59083738,L,36,47,30100,2000
558,"402 EASTERN PKWY, BROOKLYN, NY, 11225","-73.95512,40.669907",640852996,L,36,47,32300,1000
559,"985 ROCKAWAY AVE, BROOKLYN, NY, 11212","-73.90738,40.656586",59084147,L,36,47,91600,3003
560,"800 GATES AVE, BROOKLYN, NY, 11221","-73.93287,40.68825",59082738,R,36,47,29300,2000
561,"800 GATES AVE, BROOKLYN, NY, 11221","-73.93287,40.68825",59082738,R,36,47,29300,2000
562,"732 HENRY ST, BROOKLYN, NY, 11231","-74.003426,40.67581",59093843,R,36,47,5900,2033
563,"205 ROCKAWAY PKWY, BROOKLYN, NY, 11212","-73.92115,40.662052",59083617,L,36,47,89200,3000
564,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207","-73.88559,40.660385",640860400,R,36,47,110400,3004
565,"345 DEAN ST, BROOKLYN, NY, 11217","-73.98019,40.68353",59077606,L,36,47,3900,3001
566,"999 JAMAICA AVE, BROOKLYN, NY, 11208","-73.8683,40.69115",59103461,L,36,47,118000,1000
567,"145 PENNSYLVANIA AVE, BROOKLYN, NY, 11207","-73.89646,40.67423",59084676,L,36,47,114400,2002
568,"350 LINWOOD ST, BROOKLYN, NY, 11208","-73.88342,40.677097",59085137,R,36,47,117000,2000
569,"350 LINWOOD ST, BROOKLYN, NY, 11208","-73.88342,40.677097",59085137,R,36,47,117000,2000
570,"574 DUMONT AVE, BROOKLYN, NY, 11207","-73.89758,40.665825",59084715,R,36,47,113000,1001
571,"251 MACDOUGAL ST, BROOKLYN, NY, 11233","-73.91077,40.6803",59098135,L,36,47,36900,4003
572,"153 35TH ST, BROOKLYN, NY, 11232","-74.00528,40.655743",59093994,L,36,47,8400,3001
573,"76 RIVERDALE AVE, BROOKLYN, NY, 11212","-73.913994,40.6602",59084000,R,36,47,89600,1002
574,"1700 FULTON ST, BROOKLYN, NY, 11213","-73.93277,40.67947",59079317,R,36,47,27100,2000
575,"71 CLINTON AVE, BROOKLYN, NY, 11205","-73.969246,40.695343",59100611,L,36,47,19100,3008
576,"210 CHESTER ST, BROOKLYN, NY, 11212","-73.910934,40.66667",59083922,R,36,47,92400,2001
578,"9517 KINGS HWY, BROOKLYN, NY, 11212","-73.9204,40.659016",59083648,L,36,47,88600,1000
579,"105 TECH PL, BROOKLYN, NY, 11201","-73.986084,40.694927",59075177,L,36,47,1300,1014
580,"105 TECH PL, BROOKLYN, NY, 11201","-73.986084,40.694927",59075177,L,36,47,1300,1014
581,"27 HUNTINGTON ST, BROOKLYN, NY, 11231","-74.005135,40.677555",59093809,L,36,47,5900,2026
582,"605 SHEPHERD AVE, BROOKLYN, NY, 11208","-73.87972,40.669804",59085571,L,36,47,116400,3000
583,"605 SHEPHERD AVE, BROOKLYN, NY, 11208","-73.87972,40.669804",59085571,L,36,47,116400,3000
584,"982 HEGEMAN AVE, BROOKLYN, NY, 11208","-73.87657,40.666416",59085622,R,36,47,111600,1004
585,"1014 LAFAYETTE AVE, BROOKLYN, NY, 11221","-73.932274,40.692066",59082585,R,36,47,29100,1000
586,"1014 LAFAYETTE AVE, BROOKLYN, NY, 11221","-73.932274,40.692066",59082585,R,36,47,29100,1000
587,"50 AVE P, BROOKLYN, NY, 11204","-73.986565,40.60732",59088583,R,36,47,42800,3002
588,"370 FOUNTAIN AVE, BROOKLYN, NY, 11208","-73.87417,40.670605",650079700,R,36,47,111800,1000
589,"237 7TH AVE, BROOKLYN, NY, 11215","-73.979256,40.669674",59078156,L,36,47,15500,4001
590,"250 HOOPER ST, BROOKLYN, NY, 11211","-73.95563,40.70589",59076770,R,36,47,52900,2002
591,"50 AVE P, BROOKLYN, NY, 11204","-73.986565,40.60732",59088583,R,36,47,42800,3002
592,"125 STUYVESANT AVE, BROOKLYN, NY, 11221","-73.93359,40.69072",59079258,L,36,47,29100,1000
594,"8310 21ST AVE, BROOKLYN, NY, 11214","-73.99437,40.604908",59088478,R,36,47,28800,1002
595,"100 CLERMONT AVE, BROOKLYN, NY, 11205","-73.97118,40.694763",59100605,R,36,47,18700,1008
597,"424 LEONARD ST, BROOKLYN, NY, 11222","-73.9487,40.72027",59076540,R,36,47,49900,2005
599,"226 BRISTOL ST, BROOKLYN, NY, 11212","-73.91181,40.66629",59083919,R,36,47,92400,2002
600,"173 CONOVER ST, BROOKLYN, NY, 11231","-74.0142,40.678116",59093503,L,36,47,5300,2003
601,"545 WILLOUGHBY AVE, BROOKLYN, NY, 11206","-73.94717,40.69411",59078760,L,36,47,25901,1002
602,"241 EMERSON PL, BROOKLYN, NY, 11205","-73.96183,40.691982",59077903,L,36,47,19300,3000
604,"655 PARKSIDE AVE, BROOKLYN, NY, 11226","-73.95161,40.656178",59079612,L,36,47,80200,2001
605,"443 ST MARKS AVE, BROOKLYN, NY, 11238","-73.95988,40.67673",59078439,L,36,47,30500,2002
606,"3002 FORT HAMILTON PKWY, BROOKLYN, NY, 11218","-73.978455,40.64844",59080452,R,36,47,50000,1000
607,"364 SACKMAN ST, BROOKLYN, NY, 11212","-73.9047,40.668877",59084576,R,36,47,90800,3002
608,"985 ROCKAWAY AVE, BROOKLYN, NY, 11212","-73.90738,40.656586",59084147,L,36,47,91600,3003
609,"794 MONROE ST, BROOKLYN, NY, 11221","-73.92428,40.688484",59082826,R,36,47,38500,2000
610,"64 AVE X, BROOKLYN, NY, 11223","-73.981804,40.589264",59090650,R,36,47,30800,1000
611,"790 E NEW YORK AVE, BROOKLYN, NY, 11203","-73.93648,40.662445",59079903,R,36,47,87600,1001
612,"1070 E 104TH ST, BROOKLYN, NY, 11236","-73.89235,40.644283",59086984,R,36,47,98600,2001
614,"2865 W 19TH ST, BROOKLYN, NY, 11224","-73.98592,40.57703",59089127,L,36,47,32600,1001
615,"27 HUNTINGTON ST, BROOKLYN, NY, 11231","-74.005135,40.677555",59093809,L,36,47,5900,2026
616,"856 QUINCY ST, BROOKLYN, NY, 11221","-73.925255,40.689873",59082819,R,36,47,38700,2000
617,"231 PALMETTO ST, BROOKLYN, NY, 11221","-73.9152,40.6953",59083005,L,36,47,43300,1004
619,"9301 AVE B, BROOKLYN, NY, 11236","-73.91407,40.650986",59086172,L,36,47,93000,1000
620,"1501 PITKIN AVE, BROOKLYN, NY, 11212","-73.91819,40.668587",59083797,L,36,47,90000,1000
621,"3000 AVE X, BROOKLYN, NY, 11235","-73.93763,40.59414",59092078,L,36,47,62600,2003
622,"3000 AVE X, BROOKLYN, NY, 11235","-73.93763,40.59414",59092078,L,36,47,62600,2003
623,"2635 LINDEN BLVD, BROOKLYN, NY, 11208","-73.86732,40.668995",640860637,L,36,47,120800,2008
624,"330 CROWN ST, BROOKLYN, NY, 11225","-73.94892,40.66618",59079455,R,36,47,31900,3000
625,"188 ROCHESTER AVE, BROOKLYN, NY, 11213","-73.92799,40.67247",59083328,R,36,47,34700,2001
628,"600 KINGSTON AVE, BROOKLYN, NY, 11203","-73.942535,40.65971",59079806,R,36,47,81000,2000
629,"2186 MILL AVE, BROOKLYN, NY, 11234","-73.91412,40.615643",59092649,R,36,47,68600,1003
631,"1664 BENSON AVE, BROOKLYN, NY, 11214","-74.00723,40.607254",59088122,R,36,47,18000,2001
633,"150 ALBANY AVE, BROOKLYN, NY, 11213","-73.938866,40.675186",59079662,R,36,47,31100,2002
634,"101 PARK AVE, BROOKLYN, NY, 11205","-73.9754,40.69632",59077503,L,36,47,21100,2005
635,"510 CLERMONT AVE, BROOKLYN, NY, 11238","-73.969,40.6838",59077967,R,36,47,17900,1000
636,"760 PROSPECT PL, BROOKLYN, NY, 11216","-73.9512,40.67437",59079367,R,36,47,31701,2001
637,"760 PROSPECT PL, BROOKLYN, NY, 11216","-73.9512,40.67437",59079367,R,36,47,31701,2001
638,"432 MONROE ST, BROOKLYN, NY, 11221","-73.94089,40.68658",59079198,R,36,47,27700,3000
639,"500 19TH ST, BROOKLYN, NY, 11215","-73.98327,40.657043",638296774,R,36,47,150200,3006
640,"9719 FLATLANDS AVE, BROOKLYN, NY, 11236","-73.90047,40.6438",59086725,L,36,47,97400,2008
641,"528 RIDGEWOOD AVE, BROOKLYN, NY, 11208","-73.86965,40.686176",59095095,R,36,47,118400,2000
642,"5404 TILDEN AVE, BROOKLYN, NY, 11203","-73.92601,40.648422",59085833,R,36,47,94600,1003
643,"999 JAMAICA AVE, BROOKLYN, NY, 11208","-73.8683,40.69115",59103461,L,36,47,118000,1000
644,"1700 FULTON ST, BROOKLYN, NY, 11213","-73.93277,40.67947",59079317,R,36,47,27100,2000
645,"55 WILLOUGHBY ST, BROOKLYN, NY, 11201","-73.98674,40.69222",59075164,L,36,47,1100,1008
646,"330 ALABAMA AVE, BROOKLYN, NY, 11207","-73.897896,40.668438",59084712,R,36,47,113400,1005
647,"60 E 94TH ST, BROOKLYN, NY, 11212","-73.92675,40.663372",59083519,R,36,47,88200,1000
648,"1075 OCEAN VIEW AVE, BROOKLYN, NY, 11235","-73.95643,40.579773",59091775,L,36,47,61004,2001
649,"99 AVE P, BROOKLYN, NY, 11204","-73.98448,40.607555",642654105,L,36,47,43000,3002
650,"350 LINWOOD ST, BROOKLYN, NY, 11208","-73.88342,40.677097",59085137,R,36,47,117000,2000
651,"51 CHRISTOPHER AVE, BROOKLYN, NY, 11212","-73.90657,40.672497",59083897,L,36,47,90800,1007
652,"1137 HERKIMER ST, BROOKLYN, NY, 11233","-73.91614,40.67782",59083738,L,36,47,30100,2000
653,"832 MARCY AVE, BROOKLYN, NY, 11216","-73.947235,40.685417",59078895,R,36,47,24900,1000
654,"1420 E 68TH ST, BROOKLYN, NY, 11234","-73.91297,40.621323",59092592,R,36,47,69602,2010
655,"82 LEWIS AVE, BROOKLYN, NY, 11206","-73.93739,40.69472",59079109,R,36,47,28300,3000
656,"200 WOODBINE ST, BROOKLYN, NY, 11221","-73.91614,40.69314",59083007,R,36,47,41500,3000
657,"818 SCHENCK AVE, BROOKLYN, NY, 11207","-73.883446,40.660492",640860407,R,36,47,110400,4007
658,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207","-73.88559,40.660385",640860400,R,36,47,110400,3004
659,"300 ADELPHI ST, BROOKLYN, NY, 11205","-73.97112,40.689392",642654358,R,36,47,18100,4001
660,"465 E 29TH ST, BROOKLYN, NY, 11226","-73.9493,40.63926",642653445,L,36,47,82800,2004
661,"259 PARKVILLE AVE, BROOKLYN, NY, 11230","-73.969734,40.631706",59096583,R,36,47,48200,3000
662,"1400 LINDEN BLVD, BROOKLYN, NY, 11212","-73.90865,40.6543",640860140,R,36,47,92200,2003
663,"751 KNICKERBOCKER AVE, BROOKLYN, NY, 11221","-73.90908,40.693542",59083093,L,36,47,43700,4000
667,"1962 LINDEN BLVD, BROOKLYN, NY, 11207","-73.88964,40.6588",640860372,R,36,47,110400,2007
668,"2525 HARING ST, BROOKLYN, NY, 11235","-73.93912,40.591187",59092028,L,36,47,59600,2000
669,"4004 4TH AVE, BROOKLYN, NY, 11232","-74.00682,40.65201",59094748,R,36,47,8200,3000
670,"713 CATON AVE, BROOKLYN, NY, 11218","-73.9734,40.647587",59080583,L,36,47,50400,2006
671,"601 PARKSIDE AVE, BROOKLYN, NY, 11226","-73.95352,40.65606",59079536,L,36,47,80200,2003
672,"1104 FULTON ST, BROOKLYN, NY, 11238","-73.9567,40.681347",59078824,R,36,47,22700,2001
673,"139 MENAHAN ST, BROOKLYN, NY, 11221","-73.91944,40.695747",59082977,L,36,47,41900,1000
674,"787 LAFAYETTE AVE, BROOKLYN, NY, 11221","-73.94075,40.6911",59079031,L,36,47,28100,3003
675,"15 SNYDER AVE, BROOKLYN, NY, 11226","-73.957756,40.64856",59081363,L,36,47,79400,1003
676,"21 HINCKLEY PL, BROOKLYN, NY, 11218","-73.97143,40.644424",59080891,L,36,47,49200,1001
677,"21 HINCKLEY PL, BROOKLYN, NY, 11218","-73.97143,40.644424",59080891,L,36,47,49200,1001
678,"125 STUYVESANT AVE, BROOKLYN, NY, 11221","-73.93359,40.69072",59079258,L,36,47,29100,1000
679,"1870 STILLWELL AVE, BROOKLYN, NY, 11223","-73.98601,40.60062",59088930,R,36,47,29800,1005
680,"736 48TH ST, BROOKLYN, NY, 11220","-74.0039,40.643047",59094795,R,36,47,10800,1000
681,"130 ROCHESTER AVE, BROOKLYN, NY, 11213","-73.92779,40.674717",59083325,R,36,47,30700,3005
682,"590 SHEFFIELD AVE, BROOKLYN, NY, 11207","-73.89445,40.662346",59084891,R,36,47,112800,3001
683,"396 GRANT AVE, BROOKLYN, NY, 11208","-73.86679,40.68117",59095177,R,36,47,118600,1003
685,"250 BLAKE AVE, BROOKLYN, NY, 11212","-73.909904,40.665592",59084068,R,36,47,92400,2005
686,"250 BLAKE AVE, BROOKLYN, NY, 11212","-73.909904,40.665592",59084068,R,36,47,92400,2005
687,"105 TECH PL, BROOKLYN, NY, 11201","-73.986084,40.694927",59075177,L,36,47,1300,1014
688,"105 TECH PL, BROOKLYN, NY, 11201","-73.986084,40.694927",59075177,L,36,47,1300,1014
689,"475 E 57TH ST, BROOKLYN, NY, 11203","-73.92279,40.644356",59085911,L,36,47,94600,3001
690,"3002 FORT HAMILTON PKWY, BROOKLYN, NY, 11218","-73.978455,40.64844",59080452,R,36,47,50000,1000
691,"396 GRANT AVE, BROOKLYN, NY, 11208","-73.86679,40.68117",59095177,R,36,47,118600,1003
692,"5323 5TH AVE, BROOKLYN, NY, 11220","-74.012215,40.643272",59094438,L,36,47,10000,4001
693,"870 ALBANY AVE, BROOKLYN, NY, 11203","-73.93922,40.652763",59079873,R,36,47,81400,1005
694,"870 ALBANY AVE, BROOKLYN, NY, 11203","-73.93922,40.652763",59079873,R,36,47,81400,1005
695,"473 53RD ST, BROOKLYN, NY, 11220","-74.01275,40.643845",59094421,L,36,47,7600,1001
696,"6214 4TH AVE, BROOKLYN, NY, 11220","-74.01973,40.639595",59094479,R,36,47,7200,1004
697,"8 HENRY ST, NEW YORK, NY, 10038","-73.99748,40.712765",59653848,R,36,61,2700, 
698,"122 HENRY ST, NEW YORK, NY, 10002","-73.99096,40.713306",59654256,R,36,61,600,1002
699,"490 HUDSON ST, NEW YORK, NY, 10014","-74.00647,40.732563",59659890,R,36,61,7300,3001
700,"500 W 160TH ST, NEW YORK, NY, 10032","-73.940895,40.834824",59655739,L,36,61,24500,6001
701,"3703 10TH AVE, NEW YORK, NY, 10034","-73.92288,40.85901",610067341,R,36,61,29900,2021
702,"45 E 81ST ST, NEW YORK, NY, 10028","-73.96104,40.777588",59657324,L,36,61,14200,2000
703,"160 E 120TH ST, NEW YORK, NY, 10035","-73.93936,40.801018",59658032,R,36,61,19600,2005
704,"465 W 167TH ST, NEW YORK, NY, 10032","-73.937,40.839176",59655814,R,36,61,24900,1003
705,"100 W 84TH ST, NEW YORK, NY, 10024","-73.973366,40.785263",59656749,L,36,61,16900,4000
707,"320 W 21ST ST, NEW YORK, NY, 10011","-74.00014,40.744305",59662093,L,36,61,8900,1000
708,"240 E 109TH ST, NEW YORK, NY, 10029","-73.94233,40.793087",59658168,R,36,61,17000,1000
710,"333 E 4TH ST, NEW YORK, NY, 10009","-73.979324,40.72193",59654762,L,36,61,2601,1001
712,"4124 9TH AVE, NEW YORK, NY, 10034","-73.91156,40.871216",59658958,L,36,61,29900,2002
713,"185 1ST AVE, NEW YORK, NY, 10003","-73.9839,40.72954",59654595,L,36,61,4000,5000
714,"166 ESSEX ST, NEW YORK, NY, 10002","-73.98678,40.721294",59654129,R,36,61,3001,3002
715,"475 W 155TH ST, NEW YORK, NY, 10032","-73.94252,40.83138",59656211,R,36,61,23900,2002
716,"144 E 128TH ST, NEW YORK, NY, 10035","-73.9367,40.806576",59656519,R,36,61,24200,2001
717,"281 9TH AVE, NEW YORK, NY, 10001","-73.99977,40.74864",59665477,L,36,61,9700,2002
718,"730 E 12TH ST, NEW YORK, NY, 10009","-73.97498,40.726395",59654794,R,36,61,2800,4005
719,"317 W 52ND ST, NEW YORK, NY, 10019","-73.98581,40.76381",59655248,R,36,61,13300,5001
720,"123 MORNINGSIDE DR, NEW YORK, NY, 10027","-73.957085,40.810066",642471505,R,36,61,19701,1000
721,"2351 1ST AVE, NEW YORK, NY, 10035","-73.93309,40.799183",611186551,L,36,61,19400,1000
722,"232 E 103RD ST, NEW YORK, NY, 10029","-73.94432,40.788876",59662663,L,36,61,16400,4000
723,"320 E 20TH ST, NEW YORK, NY, 10003","-73.98167,40.735752",59654582,R,36,61,6400,4002
724,"320 E 20TH ST, NEW YORK, NY, 10003","-73.98167,40.735752",59654582,R,36,61,6400,4002
725,"116 W 11TH ST, NEW YORK, NY, 10011","-73.99905,40.735706",647117243,L,36,61,7100,3001
726,"71 HESTER ST, NEW YORK, NY, 10002","-73.99093,40.715916",59654219,R,36,61,1600,4001
729,"2987 FREDERICK DOUGLASS BLVD, NEW YORK, NY, 10039","-73.93604,40.830845",59663285,L,36,61,24302,3000
730,"223 E 23RD ST, NEW YORK, NY, 10010","-73.981995,40.73835",639436265,L,36,61,6400,1000
731,"4360 BROADWAY, NEW YORK, NY, 10033","-73.93397,40.85363",59655581,R,36,61,27100,3000
733,"525 W 44TH ST, NEW YORK, NY, 10036","-73.99537,40.761288",650079681,R,36,61,12900,2008
734,"650 ACADEMY ST, NEW YORK, NY, 10034","-73.92486,40.866093",59658846,L,36,61,29100,4000
735,"103 W 107TH ST, NEW YORK, NY, 10025","-73.96265,40.800037",59656820,R,36,61,19300,6000
737,"176 E 115TH ST, NEW YORK, NY, 10029","-73.94127,40.797573",59658043,R,36,61,18200,4000
739,"121 E 3RD ST, NEW YORK, NY, 10009","-73.98655,40.724186",59654060,L,36,61,3200,4000
740,"600 E 6TH ST, NEW YORK, NY, 10009","-73.98145,40.72441",59654710,R,36,61,2601,2000
741,"250 W 127TH ST, NEW YORK, NY, 10027","-73.94905,40.810978",609298123,L,36,61,22400,2002
742,"21 JUMEL PL, NEW YORK, NY, 10032","-73.935844,40.83973",59655829,R,36,61,24900,1002
743,"131 E 104TH ST, NEW YORK, NY, 10029","-73.947784,40.791183",59657897,L,36,61,16600,5000
744,"735 W END AVE, NEW YORK, NY, 10025","-73.97305,40.79548",59656585,L,36,61,18300,1009
745,"220 W 121ST ST, NEW YORK, NY, 10027","-73.95088,40.806694",59656114,L,36,61,22000,5001
746,"1700 3RD AVE, NEW YORK, NY, 10128","-73.94979,40.784573",59657952,L,36,61,15801,1000
747,"55 E 120TH ST, NEW YORK, NY, 10035","-73.94211,40.802193",59658000,L,36,61,19800,1007
748,"220 HENRY ST, NEW YORK, NY, 10002","-73.9862,40.7137",59654332,R,36,61,201,1001
749,"219 E 109TH ST, NEW YORK, NY, 10029","-73.94271,40.79326",59658168,L,36,61,18000,3002
750,"32 W 92ND ST, NEW YORK, NY, 10025","-73.9675,40.789497",650153774,L,36,61,17700,5000
751,"2350 5TH AVE, NEW YORK, NY, 10037","-73.93464,40.816917",59656486,L,36,61,21400,1002
752,"160 W 78TH ST, NEW YORK, NY, 10024","-73.97769,40.781982",650073104,L,36,61,16100,1000
754,"201 WARREN ST, NEW YORK, NY, 10282","-74.0133,40.716557",639409232,L,36,61,31703,2003
756,"222 W 134TH ST, NEW YORK, NY, 10030","-73.94496,40.814953",59656158,L,36,61,22600,3000
757,"55 BATTERY PL, NEW YORK, NY, 10280","-74.01761,40.706787",59659500,R,36,61,31704,4005
758,"216 E 120TH ST, NEW YORK, NY, 10035","-73.93766,40.8003",59658105,R,36,61,19400,2001
759,"512 W 212TH ST, NEW YORK, NY, 10034","-73.916954,40.867786",59658969,L,36,61,30300,1003
761,"691 ST NICHOLAS AVE, NEW YORK, NY, 10030","-73.94496,40.823624",59656272,L,36,61,22700,2000
763,"315 E 113TH ST, NEW YORK, NY, 10029","-73.938774,40.79489",611174350,L,36,61,18000,1002
764,"185 WADSWORTH AVE, NEW YORK, NY, 10033","-73.93442,40.850574",59655640,R,36,61,27100,2001
765,"330 E 21ST ST, NEW YORK, NY, 10010","-73.981,40.736244",59654559,R,36,61,6400,4001
766,"1615 MADISON AVE, NEW YORK, NY, 10029","-73.94839,40.795135",59657787,R,36,61,17401,1001
769,"440 W 53RD ST, NEW YORK, NY, 10019","-73.989136,40.766014",647141557,L,36,61,13300,4001
770,"535 E 119TH ST, NEW YORK, NY, 10035","-73.93101,40.796684",640795390,L,36,61,19200,1004
771,"331 E 91ST ST, NEW YORK, NY, 10128","-73.948616,40.78073",59657961,L,36,61,15400,1000
772,"586 W 177TH ST, NEW YORK, NY, 10033","-73.93523,40.846554",59655623,L,36,61,26100,2001
773,"210 E 33RD ST, NEW YORK, NY, 10016","-73.97823,40.744892",59654450,R,36,61,7000,1001
775,"301 W 140TH ST, NEW YORK, NY, 10030","-73.944336,40.819725",59655999,R,36,61,22102,1000
