_id,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
93161,36087011303,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,917,0.06280186,0.062509112,0.11908476,0.027452566,Very High,Very High,High,High,81,90,69,77,High,Very High,High,High,79,86,73,77,High,Very High,High,High,70,82,70,71
93162,36087011303,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1351,0.089092448,0.062074397,0.1582251,0.034867723,Very High,Very High,High,Very High,88,90,77,84,Very High,Very High,Very High,Very High,87,86,81,85,High,Very High,High,High,79,81,79,79
93163,36087011401,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1038,0.096208386,0.070649274,0.17633373,0.038674187,Very High,Very High,Very High,Very High,90,95,81,88,Very High,Very High,Very High,Very High,88,93,84,89,Very High,Very High,Very High,Very High,81,90,82,84
93164,36087011401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,935,0.1375674,0.066058524,0.18346816,0.043588419,Very High,Very High,Very High,Very High,96,93,82,92,Very High,Very High,Very High,Very High,94,89,85,92,Very High,Very High,Very High,Very High,89,85,84,89
93165,36087011403,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1251,0.096013516,0.05890194,0.25779641,0.046882644,Very High,Very High,Very High,Very High,90,88,94,94,Very High,Very High,Very High,Very High,88,82,96,94,Very High,High,Very High,Very High,81,78,97,92
93166,36087011403,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1290,0.15520766,0.083428241,0.18198971,0.047214832,Very High,Very High,Very High,Very High,98,99,82,94,Very High,Very High,Very High,Very High,95,99,85,94,Very High,Very High,Very High,Very High,92,98,84,93
93167,36087011404,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,795,0.050528757,0.04558811,0.15762201,0.028779877,High,High,High,High,77,76,77,78,High,High,Very High,High,73,63,81,78,High,Moderate,High,High,64,59,79,72
93168,36087011404,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,589,0.072993599,0.049681943,0.085953683,0.0233589,Very High,High,High,High,84,80,62,73,Very High,High,High,High,82,69,68,73,High,High,High,High,74,65,64,66
93169,36087011405,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,594,0.045554794,0.054995485,0.18381527,0.032279145,High,Very High,Very High,Very High,75,85,82,82,High,High,Very High,Very High,71,77,85,81,High,High,Very High,High,62,73,84,76
93170,36087011405,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,936,0.05229738,0.042864304,0.23005351,0.037114587,High,High,Very High,Very High,78,74,91,87,High,Moderate,Very High,Very High,74,58,93,87,High,Moderate,Very High,Very High,65,55,93,82
93171,36087011501,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2826,0.001038796,0.062889107,0.21912716,0.032306902,Moderate,Very High,Very High,Very High,55,91,89,82,Moderate,Very High,Very High,Very High,50,86,91,82,Moderate,Very High,Very High,High,43,82,92,76
93172,36087011501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2564,-0.036609173,0.050748587,0.14667444,0.018421413,Low,Very High,High,High,33,81,75,67,Low,High,High,High,31,70,79,68,Low,High,High,High,30,67,76,62
93173,36087011502,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2269,-0.011553169,0.037745092,0.12820941,0.017659031,Moderate,High,High,High,48,68,71,66,Moderate,Moderate,High,High,44,51,75,67,Low,Moderate,High,High,39,48,72,61
93174,36087011502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2116,-0.051976126,0.041806586,0.085379258,0.008637982,Low,High,High,Moderate,24,73,62,55,Low,Moderate,High,Moderate,25,56,68,58,Low,Moderate,High,Moderate,25,54,64,54
93175,36087011504,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1758,-0.024653897,0.046519812,0.12954669,0.017299976,Low,High,High,High,40,77,71,66,Low,High,High,High,37,64,75,67,Low,High,High,High,34,61,72,61
93176,36087011504,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1614,-0.070769474,0.028068621,0.090997875,0.005752326,Very Low,Moderate,High,Moderate,15,58,63,52,Very Low,Low,High,Moderate,18,36,68,55,Very Low,Low,High,Moderate,18,36,65,52
93177,36087011505,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1757,-0.031220065,0.065615922,-0.15349121,-0.014331739,Low,Very High,Very Low,Low,36,92,20,29,Low,Very High,Low,Low,33,89,31,35,Low,Very High,Low,Low,32,85,30,34
93178,36087011505,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1750,-0.065294579,0.068727531,-0.11433939,-0.013211588,Very Low,Very High,Low,Low,17,94,25,31,Very Low,Very High,Low,Low,20,91,36,36,Very Low,Very High,Low,Low,20,88,35,35
93179,36087011506,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2464,-0.031081626,0.064829931,-0.16290905,-0.015496042,Low,Very High,Very Low,Low,36,92,19,28,Low,Very High,Low,Low,33,88,29,34,Low,Very High,Low,Low,32,84,29,33
93180,36087011506,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,3212,-0.058164675,0.069487095,-0.1281174,-0.013945894,Low,Very High,Low,Low,21,94,23,30,Low,Very High,Low,Low,23,92,34,35,Low,Very High,Low,Low,23,89,33,34
93181,36087011601,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,842,0.093234017,0.024145303,0.13763428,0.028893525,Very High,Moderate,High,High,89,54,73,78,Very High,Low,High,High,88,31,77,78,High,Low,High,High,80,31,74,72
93182,36087011601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,946,0.11992075,0.066505417,0.22314104,0.046301853,Very High,Very High,Very High,Very High,94,93,90,94,Very High,Very High,Very High,Very High,92,89,92,94,Very High,Very High,Very High,Very High,86,86,92,92
93183,36087011602,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1669,0.075289354,0.021953307,0.1470236,0.027769059,Very High,Moderate,High,High,85,52,75,77,Very High,Low,High,High,83,27,79,77,High,Low,High,High,75,27,76,71
93184,36087011602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1620,0.12320143,0.057516418,0.1196568,0.033665389,Very High,Very High,High,Very High,94,87,69,83,Very High,High,High,Very High,92,80,73,83,Very High,High,High,High,87,76,70,78
93185,36087011603,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1444,0.10067305,0.074949935,0.19252309,0.041509382,Very High,Very High,Very High,Very High,91,97,84,90,Very High,Very High,Very High,Very High,89,96,87,91,Very High,Very High,Very High,Very High,82,94,86,87
93186,36087011603,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1068,0.14005364,0.057415422,0.21129759,0.046182178,Very High,Very High,Very High,Very High,96,87,88,94,Very High,High,Very High,Very High,94,80,90,94,Very High,High,Very High,Very High,90,76,90,92
93187,36087011700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,741,0.09486948,0.046701599,0.18172298,0.03660515,Very High,High,Very High,Very High,89,77,82,86,Very High,High,Very High,Very High,88,65,85,87,Very High,High,Very High,Very High,81,61,84,82
93188,36087011700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,704,0.089348219,0.053725302,0.18662743,0.03731285,Very High,Very High,Very High,Very High,88,84,83,87,Very High,High,Very High,Very High,87,75,86,87,High,High,Very High,Very High,79,71,85,82
93189,36087011800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,270,0.053240687,0.038462441,0.11535259,0.023402501,High,High,High,High,78,69,69,73,High,Moderate,High,High,74,52,72,73,High,Moderate,High,High,65,49,69,66
93190,36087011800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,262,0.11067493,0.037565682,0.069327444,0.024300706,Very High,High,Moderate,High,92,68,59,74,Very High,Moderate,High,High,91,50,65,73,Very High,Moderate,High,High,84,48,62,67
93191,36087011901,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,844,0.067641355,0.060688809,0.037046537,0.018246945,Very High,Very High,Moderate,High,83,89,52,67,Very High,Very High,Moderate,High,81,84,59,67,High,High,Moderate,High,72,80,56,62
93192,36087011901,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,889,0.13735525,0.045021214,0.12416399,0.034425121,Very High,High,High,Very High,96,76,70,84,Very High,High,High,Very High,94,62,74,84,Very High,Moderate,High,High,89,59,71,79
93193,36087011902,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,813,0.091652334,0.022983225,-0.041489508,0.007749992,Very High,Moderate,Low,Moderate,89,53,37,54,Very High,Low,Moderate,Moderate,87,29,47,57,High,Low,Moderate,Moderate,80,29,45,53
93194,36087011902,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,579,0.12992337,0.005878884,-0.059595115,0.008054077,Very High,Low,Low,Moderate,95,37,34,55,Very High,Very Low,Moderate,Moderate,93,14,44,57,Very High,Very Low,Moderate,Moderate,88,13,42,53
93195,36087012000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,625,0.092537224,0.0692809,0.18879111,0.03957241,Very High,Very High,Very High,Very High,89,94,83,89,Very High,Very High,Very High,Very High,88,92,86,89,High,Very High,Very High,Very High,80,89,85,85
93196,36087012000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,566,0.14481826,0.057233054,0.12694442,0.036873169,Very High,Very High,High,Very High,97,87,71,86,Very High,High,High,Very High,94,80,74,87,Very High,High,High,Very High,91,76,72,82
93197,36087012101,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2793,-0.036392234,0.052840941,-0.038779493,-0.002913634,Low,Very High,Low,Moderate,33,83,37,42,Low,High,Moderate,Moderate,31,74,47,46,Low,High,Moderate,Moderate,30,69,46,44
93198,36087012101,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,3241,-0.066001564,0.00512303,-0.094812527,-0.017785251,Very Low,Low,Low,Low,17,36,28,26,Very Low,Very Low,Low,Low,20,13,39,31,Very Low,Very Low,Low,Low,20,13,38,31
93199,36087012102,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,4347,-0.051253509,-0.02800088,-0.16420287,-0.02775445,Low,Very Low,Very Low,Very Low,24,15,19,18,Low,Very Low,Low,Low,25,4,29,24,Low,Very Low,Low,Low,25,3,28,23
93200,36087012102,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,5127,-0.081423678,-0.019234411,-0.084984466,-0.020938309,Very Low,Very Low,Low,Low,12,19,30,23,Very Low,Very Low,Low,Low,14,6,40,29,Very Low,Very Low,Low,Low,14,5,39,28
93201,36087012103,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2576,-0.03667485,0.009423298,-0.057733838,-0.009770523,Low,Low,Low,Low,33,40,34,34,Low,Very Low,Moderate,Low,31,16,44,39,Low,Very Low,Moderate,Low,30,15,43,38
93202,36087012103,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,3035,-0.077987857,0.018303478,-0.049643602,-0.012451522,Very Low,Moderate,Low,Low,13,48,35,31,Very Low,Low,Moderate,Low,15,23,45,37,Very Low,Low,Moderate,Low,16,23,44,36
93203,36087012105,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2180,-0.05092727,0.036281146,-0.22724478,-0.028214728,Low,High,Very Low,Very Low,24,67,12,17,Low,Moderate,Low,Low,26,48,23,24,Low,Moderate,Low,Low,25,47,21,23
93204,36087012105,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,3278,-0.093008742,0.066921063,-0.23061353,-0.02999883,Very Low,Very High,Very Low,Very Low,8,93,12,16,Very Low,Very High,Low,Low,10,90,23,23,Very Low,Very High,Low,Low,11,86,21,21
93205,36087012106,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1910,-0.036517583,0.06691356,-0.022447875,0.000470461,Low,Very High,Low,Moderate,33,93,40,46,Low,Very High,Moderate,Moderate,31,90,49,49,Low,Very High,Moderate,Moderate,30,86,48,47
93206,36087012106,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2288,-0.084070347,0.054996155,-0.009422706,-0.004539072,Very Low,Very High,Moderate,Low,11,85,43,40,Very Low,High,Moderate,Moderate,13,77,51,44,Very Low,High,Moderate,Moderate,13,73,50,42
93207,36087012202,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1886,-0.050848983,0.01299195,-0.12359767,-0.018622542,Low,Moderate,Low,Low,24,43,24,25,Low,Very Low,Low,Low,26,18,35,31,Low,Very Low,Low,Low,25,18,34,30
93208,36087012202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2076,-0.07445357,0.023906011,-0.1289524,-0.02069398,Very Low,Moderate,Low,Low,14,54,23,23,Very Low,Low,Low,Low,16,30,34,29,Very Low,Low,Low,Low,17,30,33,29
93209,36087012203,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1252,-0.023430519,-0.003577654,0.012200249,-0.001551286,Moderate,Low,Moderate,Moderate,41,29,47,43,Low,Very Low,Moderate,Moderate,37,10,55,47,Low,Very Low,Moderate,Moderate,34,9,53,45
93210,36087012203,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1507,-0.071497187,-0.006785991,-0.03986964,-0.01326619,Very Low,Low,Low,Low,15,27,37,30,Very Low,Very Low,Moderate,Low,18,8,47,36,Very Low,Very Low,Moderate,Low,18,8,45,35
93211,36087012204,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1676,-0.0326735,-0.029688945,-0.062270872,-0.014017903,Low,Very Low,Low,Low,35,14,33,30,Low,Very Low,Moderate,Low,33,4,43,35,Low,Very Low,Moderate,Low,31,3,42,34
93212,36087012204,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2318,-0.073311113,0.007373415,-0.022316772,-0.009917422,Very Low,Low,Low,Low,14,38,40,34,Very Low,Very Low,Moderate,Low,17,14,49,39,Very Low,Very Low,Moderate,Low,17,14,48,38
93213,36087012300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1890,-0.059275672,-0.062485952,-0.20785691,-0.037390865,Very Low,Very Low,Very Low,Very Low,20,5,14,12,Low,Very Low,Low,Very Low,22,2,25,19,Low,Very Low,Low,Very Low,22,1,23,17
93214,36087012300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,2183,-0.090526789,-0.004544653,-0.22179531,-0.036302604,Very Low,Low,Very Low,Very Low,9,29,13,12,Very Low,Very Low,Low,Very Low,11,9,23,19,Very Low,Very Low,Low,Very Low,11,9,22,18
93215,36087012401,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,985,-0.03620204,-0.041341078,-0.075390972,-0.01717467,Low,Very Low,Low,Low,33,10,31,27,Low,Very Low,Moderate,Low,31,3,42,32,Low,Very Low,Low,Low,30,2,40,32
93216,36087012401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1251,-0.086968996,0.020265274,-0.004068828,-0.007932056,Very Low,Moderate,Moderate,Low,10,50,44,36,Very Low,Low,Moderate,Moderate,12,25,52,41,Very Low,Low,Moderate,Low,12,25,50,40
93217,36087012402,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1427,-0.035349619,-0.017457122,-0.064321563,-0.01325087,Low,Very Low,Low,Low,33,20,33,30,Low,Very Low,Moderate,Low,32,6,43,36,Low,Very Low,Moderate,Low,31,5,42,35
93218,36087012402,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1307,-0.1043008,0.006882922,-0.09039934,-0.021318607,Very Low,Low,Low,Low,6,38,29,23,Very Low,Very Low,Low,Low,6,14,40,29,Very Low,Very Low,Low,Low,7,14,38,28
93219,36087012501,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1697,-0.018937137,0.053471573,0.13231182,0.018993488,Moderate,Very High,High,High,44,83,72,68,Low,High,High,High,40,74,76,68,Low,High,High,High,36,70,73,62
93220,36087012501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1756,-0.057603844,0.081634179,0.043031584,0.007325602,Low,Very High,Moderate,Moderate,21,98,53,54,Low,Very High,Moderate,Moderate,23,99,60,56,Low,Very High,Moderate,Moderate,23,97,57,53
93221,36087012502,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1000,-0.000359906,0.045261595,0.23271674,0.031858049,Moderate,High,Very High,Very High,54,76,91,81,Moderate,High,Very High,Very High,50,62,93,81,Moderate,Moderate,Very High,High,43,59,94,75
93222,36087012502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1403,-0.050976619,0.058289506,0.17880504,0.021374518,Low,Very High,Very High,High,24,87,81,70,Low,Very High,Very High,High,25,82,84,70,Low,High,Very High,High,25,77,83,65
93223,36087012600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1638,0.11205639,0.061922029,0.23537277,0.046368141,Very High,Very High,Very High,Very High,93,90,91,94,Very High,Very High,Very High,Very High,91,85,93,94,Very High,Very High,Very High,Very High,85,81,94,92
93224,36087012600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1481,0.1337561,0.039260168,0.15763545,0.037309352,Very High,High,High,Very High,96,70,77,87,Very High,Moderate,Very High,Very High,93,53,81,87,Very High,Moderate,High,Very High,89,51,79,82
93225,36087012700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1217,0.11306371,0.035604328,0.15272221,0.034060929,Very High,High,High,Very High,93,66,76,84,Very High,Moderate,High,Very High,91,47,80,83,Very High,Moderate,High,High,85,46,77,78
93226,36087012700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1013,0.15100676,0.049919508,0.069819793,0.030131426,Very High,High,Moderate,High,97,80,59,80,Very High,High,High,High,95,70,65,80,Very High,High,High,High,92,66,62,74
93227,36087012800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1854,0.11852,0.067171097,0.20344755,0.043926053,Very High,Very High,Very High,Very High,94,93,86,92,Very High,Very High,Very High,Very High,92,90,89,93,Very High,Very High,Very High,Very High,86,86,88,90
93228,36087012800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1425,0.14889568,0.067687228,0.10961162,0.03641928,Very High,Very High,High,Very High,97,94,67,86,Very High,Very High,High,Very High,95,90,71,86,Very High,Very High,High,Very High,92,87,68,81
93229,36087013001,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,594,0.076217279,0.070529647,0.00517945,0.01653374,Very High,Very High,Moderate,High,85,95,46,65,Very High,Very High,Moderate,High,84,93,54,66,High,Very High,Moderate,Moderate,75,90,52,60
93230,36087013001,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,507,0.071757138,0.05184659,0.095273226,0.024537068,Very High,Very High,High,High,84,82,64,74,Very High,High,High,High,82,72,69,74,High,High,High,High,73,68,66,67
93231,36087013002,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1735,0.075419933,0.044013869,0.080783546,0.02242237,Very High,High,High,High,85,75,61,72,Very High,Moderate,High,High,83,60,67,72,High,Moderate,High,High,75,57,63,66
93232,36087013002,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1273,0.075686365,0.047767308,0.19888864,0.036595356,Very High,High,Very High,Very High,85,78,85,86,Very High,High,Very High,Very High,83,66,88,87,High,High,Very High,Very High,75,63,87,82
93233,36087013003,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,489,0.08096572,-0.00362725,0.08478725,0.018432118,Very High,Low,High,High,86,29,62,67,Very High,Very Low,High,High,85,10,68,68,High,Very Low,High,High,77,9,64,62
93234,36087013003,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,492,0.1016103,0.000970272,0.095542446,0.022455297,Very High,Low,High,High,91,33,64,72,Very High,Very Low,High,High,89,12,69,72,Very High,Very Low,High,High,83,11,66,66
93235,36087013100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1204,0.071098775,0.044008698,-0.004206369,0.012053633,Very High,High,Moderate,Moderate,83,75,44,60,Very High,Moderate,Moderate,High,82,60,52,61,High,Moderate,Moderate,Moderate,73,57,50,56
93236,36087013100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1116,0.10625459,0.042616915,0.041344021,0.021093003,Very High,High,Moderate,High,92,73,53,70,Very High,Moderate,Moderate,High,90,58,60,70,Very High,Moderate,Moderate,High,84,55,57,64
93237,36087013200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,528,0.09525615,0.051033735,0.1698458,0.035726693,Very High,Very High,High,Very High,89,81,80,85,Very High,High,Very High,Very High,88,71,83,85,Very High,High,Very High,Very High,81,67,81,81
93238,36087013200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,516,0.12646241,0.041977014,0.047621623,0.023989538,Very High,High,Moderate,High,95,73,54,73,Very High,Moderate,High,High,93,57,61,73,Very High,Moderate,Moderate,High,88,54,58,67
93239,36087013300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,356,0.078266703,0.048973814,0.14098656,0.030270815,Very High,High,High,High,85,79,74,80,Very High,High,High,High,84,68,77,80,High,High,High,High,76,64,75,74
93240,36087013300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,405,0.094075613,0.044435903,0.060227841,0.022137653,Very High,High,Moderate,High,89,75,57,71,Very High,High,High,High,88,61,63,71,High,Moderate,Moderate,High,80,58,60,65
93241,36087013401,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1104,0.066635869,0.044513572,0.23026708,0.038900129,Very High,High,Very High,Very High,82,75,91,88,High,High,Very High,Very High,80,61,93,89,High,Moderate,Very High,Very High,71,58,93,84
93242,36087013401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,1043,0.067315832,0.058478154,0.14170657,0.030155241,Very High,Very High,High,High,82,88,74,80,High,Very High,High,High,80,82,78,80,High,High,High,High,72,77,75,74
93243,36087013402,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,883,0.052750282,0.043299459,0.22062586,0.036113847,High,High,Very High,Very High,78,74,89,86,High,Moderate,Very High,Very High,74,59,91,86,High,Moderate,Very High,Very High,65,56,92,81
93244,36087013402,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36087,36,NY,835,0.070311233,0.040716674,0.20608073,0.036087833,Very High,High,Very High,Very High,83,71,87,86,Very High,Moderate,Very High,Very High,82,55,89,86,High,Moderate,Very High,Very High,73,52,89,81
93245,36089490100,2010,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,752,-0.027028665,0.037949562,-0.091691405,-0.009620441,Low,High,Low,Low,38,69,29,34,Low,Moderate,Low,Low,36,51,39,39,,,,,,,,
93246,36089490100,2015,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,622,0.006598607,-0.007889099,-0.10892458,-0.012785721,Moderate,Low,Low,Low,58,26,26,31,Moderate,Very Low,Low,Low,53,8,36,36,,,,,,,,
93247,36089490200,2010,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,758,-0.002627027,0.046740331,0.036017295,0.008874416,Moderate,High,Moderate,Moderate,53,77,52,56,Moderate,High,Moderate,Moderate,48,65,59,58,,,,,,,,
93248,36089490200,2015,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,773,0.016662151,0.054475483,-0.001355982,0.007480797,High,Very High,Moderate,Moderate,63,84,44,54,Moderate,High,Moderate,Moderate,59,76,53,57,,,,,,,,
93249,36089490300,2010,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,1058,-0.006524948,0.046984669,-0.10361566,-0.007779907,Moderate,High,Low,Low,51,78,27,36,Moderate,High,Low,Moderate,46,65,38,41,,,,,,,,
93250,36089490300,2015,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,1371,0.008921732,0.080428168,-0.047975235,0.003961384,Moderate,Very High,Low,Moderate,59,98,36,50,Moderate,Very High,Moderate,Moderate,54,98,46,53,,,,,,,,
93251,36089490400,2010,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,745,-0.001138498,0.065622225,0.033996385,0.010812946,Moderate,Very High,Moderate,Moderate,54,92,51,58,Moderate,Very High,Moderate,Moderate,49,89,59,60,,,,,,,,
93252,36089490400,2015,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,489,0.012282911,0.058396183,0.11894319,0.021413306,High,Very High,High,High,61,88,69,70,Moderate,Very High,High,High,56,82,73,71,,,,,,,,
93253,36089490500,2010,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,836,0.007642501,0.039697308,0.068340138,0.01302183,Moderate,High,Moderate,High,59,70,58,61,Moderate,Moderate,High,High,54,54,65,62,,,,,,,,
93254,36089490500,2015,0,36300,"Ogdensburg-Massena, NY Micro Area",36089,36,NY,889,-0.005297303,0.054784022,-0.028453551,0.001932488,Moderate,Very High,Low,Moderate,52,85,39,47,Moderate,High,Moderate,Moderate,47,76,48,51,,,,,,,,
