_id,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
85374,36001000100,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,708,-0.057079617,-0.064363599,-0.29961103,-0.048025496,Low,Very Low,Very Low,Very Low,21,5,8,7,Low,Very Low,Very Low,Very Low,23,2,17,14,Very Low,Very Low,Very Low,Very Low,11,6,5,6
85375,36001000100,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,511,-0.077809505,-0.028236942,-0.364685,-0.054046012,Very Low,Very Low,Very Low,Very Low,13,15,5,5,Very Low,Very Low,Very Low,Very Low,15,4,13,10,Very Low,Very Low,Very Low,Very Low,7,10,4,4
85376,36001000200,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,2013,-0.043493968,-0.10237686,-0.34781855,-0.056178372,Low,Very Low,Very Low,Very Low,28,2,5,5,Low,Very Low,Very Low,Very Low,28,1,14,10,Very Low,Very Low,Very Low,Very Low,15,4,4,4
85377,36001000200,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1159,-0.091895327,-0.10660341,-0.48896548,-0.078404702,Very Low,Very Low,Very Low,Very Low,9,1,2,1,Very Low,Very Low,Very Low,Very Low,10,1,6,2,Very Low,Very Low,Very Low,Very Low,4,2,2,2
85378,36001000300,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1919,-0.016640734,0.043811034,-0.20848437,-0.021439752,Moderate,High,Very Low,Low,45,75,14,23,Moderate,Moderate,Low,Low,41,60,24,28,Low,Moderate,Very Low,Very Low,21,42,12,15
85379,36001000300,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1307,-0.052934542,-0.004123265,-0.24447693,-0.034741245,Low,Low,Very Low,Very Low,23,29,11,13,Low,Very Low,Low,Very Low,25,10,21,20,Very Low,Very Low,Very Low,Very Low,13,15,9,9
85380,36001000401,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,142,0.039017338,0.018222589,0.20599303,0.030224416,High,Moderate,Very High,High,73,48,87,80,High,Low,Very High,High,68,23,89,80,Low,Low,High,Moderate,40,22,70,56
85381,36001000401,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,201,0.0252099,0.028041475,0.1789954,0.026600944,High,Moderate,Very High,High,67,58,82,76,High,Low,Very High,High,62,36,84,76,Low,Low,Moderate,Moderate,33,31,58,48
85382,36001000403,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,359,0.033715475,0.019669197,0.020854484,0.008247227,High,Moderate,Moderate,Moderate,71,50,49,55,High,Low,Moderate,Moderate,66,25,57,57,Low,Low,Low,Low,38,24,27,28
85383,36001000403,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,608,0.021998804,0.01498369,0.13513963,0.019752927,High,Moderate,High,High,66,45,73,69,High,Very Low,High,High,61,20,76,69,Low,Low,Moderate,Low,32,21,47,35
85384,36001000404,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,42,0.007593735,0.096465386,-0.35914755,-0.030690767,Moderate,Very High,Very Low,Very Low,59,100,5,16,Moderate,Very High,Very Low,Low,54,100,14,22,Low,Very High,Very Low,Very Low,27,100,4,11
85385,36001000404,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,56,-0.017318605,-0.007876891,-0.2286066,-0.029356251,Moderate,Low,Very Low,Very Low,45,26,12,17,Moderate,Very Low,Low,Low,41,8,23,23,Low,Very Low,Very Low,Very Low,21,13,11,12
85386,36001000501,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,649,-0.014331261,0.047797259,-0.34035972,-0.036106884,Moderate,High,Very Low,Very Low,46,78,6,12,Moderate,High,Very Low,Very Low,42,66,15,19,Low,Moderate,Very Low,Very Low,21,46,4,9
85387,36001000501,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,823,-0.044793654,-0.062033296,-0.17890541,-0.03237249,Low,Very Low,Very Low,Very Low,28,5,17,15,Low,Very Low,Low,Low,28,2,27,21,Very Low,Very Low,Very Low,Very Low,15,7,14,11
85388,36001000502,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,259,0.013325899,0.042756028,-0.16624795,-0.013323892,High,High,Very Low,Low,62,73,18,30,Moderate,Moderate,Low,Low,57,58,29,36,Low,Moderate,Very Low,Very Low,28,42,14,17
85389,36001000502,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,308,-0.000455126,0.05420677,0.057442278,0.012402276,Moderate,Very High,Moderate,Moderate,54,84,56,60,Moderate,High,High,High,49,76,63,62,Low,Moderate,Low,Low,25,55,32,29
85390,36001000600,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,776,-0.017529227,-0.011611152,-0.35257989,-0.044203922,Moderate,Low,Very Low,Very Low,44,24,5,9,Moderate,Very Low,Very Low,Very Low,41,7,14,15,Low,Very Low,Very Low,Very Low,21,13,4,6
85391,36001000600,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,972,-0.0547916,-0.099833407,-0.29478019,-0.050984561,Low,Very Low,Very Low,Very Low,22,2,8,6,Low,Very Low,Very Low,Very Low,24,1,17,12,Very Low,Very Low,Very Low,Very Low,11,4,5,5
85392,36001000700,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1370,-0.040513996,-0.12731604,-0.25817519,-0.048070602,Low,Very Low,Very Low,Very Low,30,1,10,7,Low,Very Low,Very Low,Very Low,29,1,20,14,Very Low,Very Low,Very Low,Very Low,15,1,7,5
85393,36001000700,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1012,-0.068701193,-0.10784013,-0.2489807,-0.048044518,Very Low,Very Low,Very Low,Very Low,16,1,11,7,Very Low,Very Low,Low,Very Low,19,1,21,14,Very Low,Very Low,Very Low,Very Low,9,1,8,5
85394,36001000800,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,485,-0.036005311,-0.13055928,-0.43608427,-0.068620898,Low,Very Low,Very Low,Very Low,33,1,3,2,Low,Very Low,Very Low,Very Low,31,1,9,5,Very Low,Very Low,Very Low,Very Low,17,1,3,3
85395,36001000800,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,745,-0.058622569,-0.11369195,-0.47783458,-0.074185155,Very Low,Very Low,Very Low,Very Low,20,1,2,2,Low,Very Low,Very Low,Very Low,22,1,7,3,Very Low,Very Low,Very Low,Very Low,10,1,3,3
85396,36001001100,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,57,-0.033173192,-0.10534271,-0.67169029,-0.093042582,Low,Very Low,Very Low,Very Low,35,1,1,1,Low,Very Low,Very Low,Very Low,33,1,1,1,Very Low,Very Low,Very Low,Very Low,17,3,1,1
85397,36001001100,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,120,-0.092530511,-0.092116021,-0.21464381,-0.045009986,Very Low,Very Low,Very Low,Very Low,8,2,14,8,Very Low,Very Low,Low,Very Low,10,1,24,15,Very Low,Very Low,Very Low,Very Low,3,5,12,6
85398,36001001400,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,31,0.009603318,-0.076047823,0.1706865,0.012832927,Moderate,Very Low,High,Moderate,60,3,80,60,Moderate,Very Low,Very High,High,55,1,83,62,Low,Very Low,Moderate,Low,27,6,56,29
85399,36001001400,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,168,-0.047445629,0.042073917,-0.084488057,-0.010600524,Low,High,Low,Low,26,73,30,33,Low,Moderate,Moderate,Low,27,57,41,38,Very Low,Moderate,Very Low,Very Low,15,41,18,17
85400,36001001500,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,374,0.034771837,-0.069534771,-0.10441928,-0.015706176,High,Very Low,Low,Low,71,4,27,28,High,Very Low,Low,Low,67,1,37,33,Low,Very Low,Very Low,Very Low,38,6,16,16
85401,36001001500,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,480,-0.019713501,-0.053671107,-0.007920846,-0.008812115,Moderate,Very Low,Moderate,Low,43,7,43,35,Low,Very Low,Moderate,Low,40,2,52,40,Very Low,Very Low,Low,Very Low,20,8,23,19
85402,36001001600,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,563,0.037299488,0.004595017,-0.042182691,-0.000296291,High,Low,Low,Moderate,72,36,37,45,High,Very Low,Moderate,Moderate,68,13,47,49,Low,Very Low,Low,Low,39,17,21,23
85403,36001001600,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,552,-0.005000165,0.022663746,0.12578587,0.016496727,Moderate,Moderate,High,High,52,53,71,65,Moderate,Low,High,High,47,29,74,66,Low,Low,Moderate,Low,23,26,46,34
85404,36001001700,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,632,0.052309427,0.048734453,0.14214198,0.027510086,High,High,High,High,78,79,74,77,High,High,High,High,74,68,78,77,Moderate,Moderate,Moderate,Moderate,46,47,50,49
85405,36001001700,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,608,0.004772113,0.040197946,0.15354267,0.022672962,Moderate,High,High,High,57,71,76,72,Moderate,Moderate,High,High,52,54,80,72,Low,Low,Moderate,Low,26,38,54,40
85406,36001001801,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,901,0.033573341,0.077230468,0.20500688,0.035786573,High,Very High,Very High,Very High,71,97,86,85,High,Very High,Very High,Very High,66,97,89,86,Low,Very High,High,Moderate,38,91,69,60
85407,36001001801,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1150,0.021492232,0.05099738,0.27616653,0.039940588,High,Very High,Very High,Very High,66,81,96,89,High,High,Very High,Very High,61,71,97,90,Low,Moderate,Very High,High,31,50,92,66
85408,36001001802,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,529,0.029839549,0.038880773,0.14864855,0.024734613,High,High,High,High,69,70,75,74,High,Moderate,High,High,64,53,79,74,Low,Low,Moderate,Moderate,35,38,52,45
85409,36001001802,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,530,0.015882166,0.029026009,0.16591763,0.024152584,High,Moderate,High,High,63,59,79,73,Moderate,Low,Very High,High,58,38,82,73,Low,Low,Moderate,Moderate,29,31,54,43
85410,36001001901,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,388,0.029659335,0.029189676,0.17711076,0.026995709,High,Moderate,Very High,High,69,59,81,76,High,Low,Very High,High,64,38,84,76,Low,Low,Moderate,Moderate,34,31,57,48
85411,36001001901,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,477,0.007737875,0.044784207,0.286479,0.038958933,Moderate,High,Very High,Very High,59,75,97,88,Moderate,High,Very High,Very High,54,61,98,89,Low,Moderate,Very High,High,27,43,94,64
85412,36001001902,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,530,0.048862547,0.052138984,0.33234209,0.04962527,High,Very High,Very High,Very High,77,82,100,96,High,High,Very High,Very High,72,72,100,96,Moderate,Moderate,Very High,Very High,46,53,100,88
85413,36001001902,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,396,-0.008933323,0.031121515,0.22704807,0.028745949,Moderate,High,Very High,High,50,62,90,78,Moderate,Moderate,Very High,High,45,41,92,78,Low,Low,High,Moderate,22,32,77,52
85414,36001002000,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1281,-0.004661359,0.04551696,-0.039077844,-0.000219645,Moderate,High,Low,Moderate,52,76,37,45,Moderate,High,Moderate,Moderate,47,63,47,49,Low,Moderate,Low,Low,24,44,21,23
85415,36001002000,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1167,-0.056707144,0.048838183,-0.059406564,-0.007985892,Low,High,Low,Low,21,79,34,36,Low,High,Moderate,Moderate,23,68,44,41,Very Low,Moderate,Very Low,Very Low,11,48,19,19
85416,36001002100,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,593,0.004757297,-0.027456993,-0.357317,-0.04397738,Moderate,Very Low,Very Low,Very Low,57,15,5,9,Moderate,Very Low,Very Low,Very Low,52,4,14,16,Low,Very Low,Very Low,Very Low,26,10,4,6
85417,36001002100,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,692,-0.057446145,-0.00717953,0.036277637,-0.002893223,Low,Low,Moderate,Moderate,21,27,52,42,Low,Very Low,Moderate,Moderate,23,8,59,46,Very Low,Very Low,Low,Low,10,14,27,22
85418,36001002200,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,353,-0.005275343,0.00841473,0.062763758,0.00761611,Moderate,Low,Moderate,Moderate,52,39,57,54,Moderate,Very Low,High,Moderate,47,15,63,57,Low,Very Low,Low,Low,23,18,32,27
85419,36001002200,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,295,-0.061563402,0.027627692,-0.1656491,-0.023143368,Very Low,Moderate,Very Low,Low,19,58,19,21,Low,Low,Low,Low,21,35,29,27,Very Low,Low,Very Low,Very Low,9,30,14,14
85420,36001002300,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,383,-0.015309924,-0.097341187,-0.21306151,-0.036844682,Moderate,Very Low,Very Low,Very Low,46,2,14,12,Moderate,Very Low,Low,Very Low,42,1,24,19,Low,Very Low,Very Low,Very Low,21,5,12,9
85421,36001002300,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,260,-0.070755683,-0.1045623,-0.38906637,-0.064224936,Very Low,Very Low,Very Low,Very Low,15,1,4,3,Very Low,Very Low,Very Low,Very Low,18,1,12,7,Very Low,Very Low,Very Low,Very Low,8,4,3,3
85422,36001002500,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,574,-0.020776944,-0.11715217,-0.39641955,-0.060894862,Moderate,Very Low,Very Low,Very Low,42,1,4,4,Low,Very Low,Very Low,Very Low,39,1,11,8,Very Low,Very Low,Very Low,Very Low,20,1,3,4
85423,36001002500,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,995,-0.086657114,-0.10683162,-0.64525068,-0.09603712,Very Low,Very Low,Very Low,Very Low,10,1,1,1,Very Low,Very Low,Very Low,Very Low,12,1,1,1,Very Low,Very Low,Very Low,Very Low,5,2,1,1
85424,36001002600,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1412,-0.016182566,-0.039767671,-0.16937193,-0.025730753,Moderate,Very Low,Very Low,Very Low,45,11,18,19,Moderate,Very Low,Low,Low,41,3,29,26,Low,Very Low,Very Low,Very Low,21,8,14,13
85425,36001002600,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1434,-0.074614614,-0.066556044,-0.24399309,-0.043724995,Very Low,Very Low,Very Low,Very Low,14,5,11,9,Very Low,Very Low,Low,Very Low,16,2,21,16,Very Low,Very Low,Very Low,Very Low,8,6,10,7
85426,36001012700,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,269,-0.023209982,0.029039668,0.12446858,0.015008671,Moderate,Moderate,High,High,41,59,70,63,Low,Low,High,High,38,38,74,64,Very Low,Low,Moderate,Low,20,31,46,32
85427,36001012700,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,292,0.027969707,0.014771548,0.023414737,0.007388805,High,Moderate,Moderate,Moderate,68,45,49,54,High,Very Low,Moderate,Moderate,64,20,57,57,Low,Low,Low,Low,34,21,27,26
85428,36001012800,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,780,-0.006738056,-0.003327241,-0.21259013,-0.025838535,Moderate,Low,Very Low,Very Low,51,30,14,19,Moderate,Very Low,Low,Low,46,10,24,26,Low,Very Low,Very Low,Very Low,22,15,12,13
85429,36001012800,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,769,0.043276399,-0.004802058,-0.20961548,-0.020119926,High,Low,Very Low,Low,75,29,14,24,High,Very Low,Low,Low,70,9,24,30,Moderate,Very Low,Very Low,Very Low,42,15,12,15
85430,36001012900,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,720,-0.003429599,-0.004186537,-0.16941962,-0.020540355,Moderate,Low,Very Low,Low,53,29,18,24,Moderate,Very Low,Low,Low,48,10,29,29,Low,Very Low,Very Low,Very Low,24,15,14,15
85431,36001012900,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,700,0.017776819,0.01816334,-0.27614522,-0.028237602,High,Moderate,Very Low,Very Low,64,48,9,17,Moderate,Low,Very Low,Low,59,23,19,24,Low,Low,Very Low,Very Low,31,22,6,12
85432,36001013000,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1245,0.01307767,0.050333388,0.14563584,0.023749525,High,Very High,High,High,61,81,75,73,Moderate,High,High,High,57,70,79,73,Low,Moderate,Moderate,Moderate,28,49,51,43
85433,36001013000,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,968,0.029682998,0.057150219,0.17713231,0.029975995,High,Very High,Very High,High,69,87,81,79,High,High,Very High,High,64,80,84,80,Low,Moderate,Moderate,Moderate,34,60,57,56
85434,36001013100,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,545,0.003681917,0.005566576,0.074991554,0.0097263,Moderate,Low,Moderate,Moderate,57,37,60,57,Moderate,Very Low,High,Moderate,52,14,66,59,Low,Very Low,Low,Low,26,18,36,28
85435,36001013100,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,443,0.059881102,0.013928094,0.065119609,0.015680322,High,Moderate,Moderate,High,80,44,58,64,High,Very Low,High,High,78,19,64,65,Moderate,Very Low,Low,Low,50,20,33,32
85436,36001013200,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1059,0.00444004,0.037407838,-0.21789245,-0.020885332,Moderate,High,Very Low,Low,57,68,13,23,Moderate,Moderate,Low,Low,52,50,24,29,Low,Low,Very Low,Very Low,26,36,12,15
85437,36001013200,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,593,0.09432181,0.023793938,-0.14900497,-0.004380423,Very High,Moderate,Low,Low,89,54,21,40,Very High,Low,Low,Moderate,88,30,31,44,High,Low,Very Low,Low,68,27,14,22
85438,36001013300,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,836,0.01580688,0.019248942,0.009878222,0.004945285,High,Moderate,Moderate,Moderate,63,49,46,51,Moderate,Low,Moderate,Moderate,58,24,54,54,Low,Low,Low,Low,29,24,25,26
85439,36001013300,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,931,0.0836033,0.051716454,-0.007624073,0.013858501,Very High,Very High,Moderate,High,87,82,43,62,Very High,High,Moderate,High,85,72,52,63,High,Moderate,Low,Low,61,52,23,30
85440,36001013400,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,382,0.032737628,-0.041063074,-0.048105799,-0.006348197,High,Very Low,Low,Low,70,10,36,38,High,Very Low,Moderate,Moderate,66,3,46,42,Low,Very Low,Very Low,Low,37,8,20,21
85441,36001013400,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,485,0.11356765,-0.012848655,0.093536228,0.022073368,Very High,Low,High,High,93,23,64,71,Very High,Very Low,High,High,91,7,69,71,High,Very Low,Low,Low,78,13,39,39
85442,36001013503,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,900,0.000921827,0.067388028,0.23242694,0.034320407,Moderate,Very High,Very High,Very High,55,93,91,84,Moderate,Very High,Very High,Very High,50,90,93,84,Low,High,High,Moderate,25,74,78,58
85443,36001013503,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1221,0.09034238,0.066279083,0.14681265,0.03412522,Very High,Very High,High,Very High,88,93,75,84,Very High,Very High,High,Very High,87,89,79,84,High,High,Moderate,Moderate,65,71,51,57
85444,36001013505,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,498,0.026447289,0.07432799,0.19034924,0.032984167,High,Very High,Very High,Very High,68,96,84,82,High,Very High,Very High,Very High,63,95,86,82,Low,Very High,High,Moderate,33,84,64,56
85445,36001013505,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,517,0.11368764,0.044934865,0.18895942,0.039339729,Very High,High,Very High,Very High,93,76,83,89,Very High,High,Very High,Very High,91,62,86,89,High,Moderate,High,High,79,44,63,65
85446,36001013506,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1413,0.017140694,0.044989813,0.11853386,0.020476211,High,High,High,High,63,76,69,69,Moderate,High,High,High,59,62,73,69,Low,Moderate,Moderate,Low,30,44,45,36
85447,36001013506,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1316,0.096785113,0.05556237,0.10756261,0.02912957,Very High,Very High,High,High,90,85,67,79,Very High,High,High,High,88,78,71,79,High,Moderate,Moderate,Moderate,70,56,41,55
85448,36001013507,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,677,0.011919349,0.044597436,0.21783775,0.031413417,High,High,Very High,Very High,61,75,89,81,Moderate,High,Very High,Very High,56,61,91,81,Low,Moderate,High,Moderate,28,43,75,56
85449,36001013507,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,545,0.08850117,0.079365574,0.036514316,0.022478491,Very High,Very High,Moderate,High,88,98,52,72,Very High,Very High,Moderate,High,86,98,59,72,High,Very High,Low,Low,62,93,27,40
85450,36001013508,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1499,0.022456922,0.062938198,0.26083329,0.039533447,High,Very High,Very High,Very High,66,91,95,89,High,Very High,Very High,Very High,61,86,96,89,Low,High,Very High,High,32,69,90,66
85451,36001013508,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1437,0.10999656,0.070201531,0.19845366,0.042725045,Very High,Very High,Very High,Very High,92,95,85,91,Very High,Very High,Very High,Very High,91,93,88,92,High,High,High,High,76,78,66,74
85452,36001013601,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1524,0.024585472,0.043712761,0.12811041,0.02227783,High,High,High,High,67,74,71,71,High,Moderate,High,High,62,60,75,71,Low,Moderate,Moderate,Low,33,42,46,40
85453,36001013601,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1237,0.13242827,0.040329602,0.20850402,0.043196034,Very High,High,Very High,Very High,95,71,87,92,Very High,Moderate,Very High,Very High,93,54,90,92,Very High,Low,High,High,91,40,72,76
85454,36001013602,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,826,0.02948821,0.038487263,0.15024288,0.024839435,High,High,High,High,69,69,76,74,High,Moderate,High,High,64,52,79,74,Low,Low,Moderate,Moderate,34,37,52,45
85455,36001013602,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1039,0.093340985,0.058481466,0.074071929,0.02516203,Very High,Very High,Moderate,High,89,88,60,75,Very High,Very High,High,High,88,82,66,75,High,High,Low,Moderate,67,63,35,46
85456,36001013703,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,330,0.069626167,0.063183859,-0.12497965,-0.000123469,Very High,Very High,Low,Moderate,83,91,24,45,Very High,Very High,Low,Moderate,81,87,34,49,Moderate,High,Very Low,Low,54,69,15,23
85457,36001013703,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,423,0.088150151,0.059244622,0.052820347,0.022196267,Very High,Very High,Moderate,High,88,88,55,71,Very High,Very High,High,High,86,83,62,71,High,High,Low,Low,62,64,30,39
85458,36001013705,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1321,0.043644719,0.070474803,0.15323277,0.030156109,High,Very High,High,High,75,95,76,80,High,Very High,High,High,70,93,80,80,Moderate,High,Moderate,Moderate,43,79,53,56
85459,36001013705,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1028,0.079098389,0.050306439,0.18605281,0.035749018,Very High,Very High,Very High,Very High,86,81,83,85,Very High,High,Very High,Very High,84,70,86,85,Moderate,Moderate,High,Moderate,59,49,61,59
85460,36001013706,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,547,0.045447413,0.093814194,0.36170459,0.057099167,High,Very High,Very High,Very High,75,100,100,99,High,Very High,Very High,Very High,71,100,100,99,Moderate,Very High,Very High,Very High,44,99,100,97
85461,36001013706,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,540,0.11502998,0.067102522,0.29668444,0.054383092,Very High,Very High,Very High,Very High,93,93,98,98,Very High,Very High,Very High,Very High,91,90,98,98,High,High,Very High,Very High,80,74,95,95
85462,36001013707,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1250,0.027366845,0.071762986,0.1959483,0.033464473,High,Very High,Very High,Very High,68,95,85,83,High,Very High,Very High,Very High,64,94,88,83,Low,Very High,High,Moderate,34,81,66,57
85463,36001013707,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1305,0.11320256,0.078869462,0.22640374,0.047254413,Very High,Very High,Very High,Very High,93,98,90,94,Very High,Very High,Very High,Very High,91,98,92,95,High,Very High,High,Very High,78,93,76,83
85464,36001013801,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1492,0.056253243,0.048113763,0.15461102,0.029331099,High,High,High,High,79,79,77,79,High,High,High,High,76,67,80,79,Moderate,Moderate,Moderate,Moderate,49,46,54,55
85465,36001013801,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1331,0.043148231,0.0403171,0.13794124,0.025112761,High,High,High,High,75,71,73,74,High,Moderate,High,High,70,54,77,74,Moderate,Low,Moderate,Moderate,41,40,49,46
85466,36001013802,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,988,0.079891846,0.073340595,0.34002033,0.056205235,Very High,Very High,Very High,Very High,86,96,100,99,Very High,Very High,Very High,Very High,84,95,100,98,Moderate,Very High,Very High,Very High,59,82,100,97
85467,36001013802,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,980,0.074236184,0.066640832,0.32926536,0.053615496,Very High,Very High,Very High,Very High,84,93,100,98,Very High,Very High,Very High,Very High,83,90,100,97,Moderate,High,Very High,Very High,57,72,99,94
